split,method,embedding_backend,embedding_model,reranker_model,chunks,dimension,candidate_k,top_k,questions,build_ms,search_ms_per_query,recall@1,recall@3,recall@5,recall@10,mrr@10
validation,cosine,sentence-transformers,sentence-transformers/all-mpnet-base-v2,,1152,768,60,10,1132,545939.6987000001,54.94612464664311,0.29328621908127206,0.4372791519434629,0.5017667844522968,0.592756183745583,0.38163034943070284
validation,bm25,sentence-transformers,sentence-transformers/all-mpnet-base-v2,,1152,768,60,10,1132,163.16649999998845,1.4337780035336192,0.36484098939929327,0.5079505300353356,0.5768551236749117,0.6528268551236749,0.4545459644399574
validation,faiss_flat,sentence-transformers,sentence-transformers/all-mpnet-base-v2,,1152,768,60,10,1132,545944.2987,54.72633091872792,0.29328621908127206,0.4372791519434629,0.5008833922261484,0.592756183745583,0.3816009030231645
validation,hybrid_rrf,sentence-transformers,sentence-transformers/all-mpnet-base-v2,,1152,768,60,10,1132,546107.4652,56.31520600706701,0.3842756183745583,0.5388692579505301,0.6051236749116607,0.6943462897526502,0.4789289920915363
