strategy,concurrency,repeat,request_id,group,queue_ms,processing_ms,end_to_end_ms,completed_at
fifo,4,1,batch-002,batch,448.0361000000812,107.9080000004069,556.0067000001254,2215.4000676
fifo,4,1,critical-005,critical,555.9124999999767,107.78970000001209,663.8140000000021,2215.5079037
fifo,4,1,standard-013,standard,555.9425999999803,107.82459999973071,663.863499999934,2215.5079605
fifo,4,1,standard-012,standard,555.9518000000025,107.83589999982723,663.8763000000836,2215.5079796
fifo,4,1,standard-018,standard,555.958400000236,107.84409999996569,663.884500000222,2215.5079942
fifo,4,1,standard-000,standard,663.7958999999682,105.54600000023129,769.4762000000992,2215.6135934
fifo,4,1,standard-015,standard,663.8376999999309,105.57089999974778,769.5186000000831,2215.6136428
fifo,4,1,critical-007,critical,663.8498000002073,105.5793000000449,769.5278000001053,2215.6136585
fifo,4,1,batch-012,batch,663.8570000000072,105.58390000005602,769.5327000001271,2215.6136706
fifo,4,1,standard-001,standard,769.4573999997374,108.37379999975383,877.9464999997799,2215.7220917
fifo,4,1,batch-005,batch,769.492899999932,108.40520000010656,877.9958999998598,2215.7221476
fifo,4,1,standard-004,standard,769.4962000000487,108.41240000036123,877.9990999996699,2215.7221624
fifo,4,1,critical-000,critical,769.5012999997743,108.41849999997066,878.0050999998821,2215.7221746
fifo,4,1,batch-009,batch,877.9227999998511,106.1600000002727,984.2401999999311,2215.8284184
fifo,4,1,standard-003,standard,877.9642999998032,106.24050000023999,984.3572999998287,2215.8285419
fifo,4,1,standard-017,standard,877.9715999999098,106.29849999986618,984.4177999998465,2215.8286092
fifo,4,1,standard-010,standard,877.9775000002701,106.3067999998566,984.4266000000061,2215.8286246
fifo,4,1,batch-000,batch,984.2212000003201,107.6218000002882,1092.1223999998801,2215.9363287
fifo,4,1,standard-009,standard,984.3338000000585,107.65089999995325,1092.1679000002769,2215.9363803
fifo,4,1,standard-016,standard,984.3928000000233,107.65810000020792,1092.1760999999606,2215.9363945
fifo,4,1,batch-004,batch,984.4014000000243,107.66039999998611,1092.1800999999505,2215.9364043
fifo,4,1,critical-004,critical,1092.111599999953,108.12900000018999,1200.3445000000283,2216.0445754
fifo,4,1,critical-008,critical,1092.1443000002,108.1451999998535,1200.3771999998207,2216.0446146
fifo,4,1,standard-008,standard,1092.1513999996932,108.14749999963169,1200.3795000000537,2216.0446237
fifo,4,1,standard-014,standard,1092.1551000001273,108.147899999949,1200.3806000002442,2216.0446305
fifo,4,1,critical-001,critical,1200.3261999998358,108.58869999992748,1308.9928999997937,2216.1532502
fifo,4,2,critical-004,critical,15.606899999966117,109.84749999988708,125.63449999970544,2216.2793033
fifo,4,2,batch-007,batch,15.614399999776651,109.88809999980731,125.67699999999604,2216.2793636
fifo,4,2,batch-009,batch,15.619100000094477,109.90020000008371,125.69080000002941,2216.2793864
fifo,4,2,standard-012,standard,15.62419999982012,109.91229999990537,125.7024999999885,2216.2794056
fifo,4,2,critical-008,critical,125.6028999996488,108.0471000000216,233.80290000022796,2216.387513
fifo,4,2,critical-007,critical,125.64740000016172,108.13950000010664,233.90969999991285,2216.3876271
fifo,4,2,standard-002,standard,125.66199999992023,108.36460000018633,234.13540000001376,2216.3878608
fifo,4,2,standard-004,standard,125.67390000003797,108.4593999999015,234.22980000032112,2216.3879624
fifo,4,2,critical-002,critical,233.82679999986067,107.5949999999466,341.8827999998939,2216.4956219
fifo,4,2,batch-014,batch,233.88250000016342,107.6588000000811,341.9604000000618,2216.4957073
fifo,4,2,standard-014,standard,234.11190000024362,107.66890000013518,341.97050000011586,2216.4957251
fifo,4,2,standard-016,standard,234.2018000003918,107.67309999982899,341.9741000002432,2216.4957367
fifo,4,2,standard-010,standard,341.88159999985146,108.46339999989141,450.47329999988506,2216.6042423
fifo,4,2,standard-009,standard,341.9337000000269,108.49430000007487,450.5189999999857,2216.6042946
fifo,4,2,standard-008,standard,341.9429000000491,108.50469999968482,450.5288999998811,2216.6043119
fifo,4,2,critical-003,critical,341.94720000004963,108.51300000012998,450.5365999998503,2216.6043265
fifo,4,2,standard-017,standard,450.4632000002857,107.33739999977843,557.9353000002811,2216.7117311
fifo,4,2,standard-000,standard,450.4937000001519,107.37349999999424,557.9850000003717,2216.7117873
fifo,4,2,batch-002,batch,450.50380000020596,107.38249999985783,557.9957999998442,2216.7118044
fifo,4,2,standard-013,standard,450.51250000005894,107.45429999997214,558.0688999998529,2216.7118836
fifo,4,2,batch-012,batch,557.918299999983,108.87700000012046,666.9954999997572,2216.8208166
fifo,4,2,standard-011,standard,557.9617000003054,108.90289999997549,667.0386999999209,2216.820866
fifo,4,2,standard-015,standard,557.9931000002034,108.94770000004428,667.0824999996512,2216.8209165
fifo,4,2,standard-006,standard,558.0452000003788,108.96629999979268,667.0985000000655,2216.8209387
fifo,4,2,batch-010,batch,666.9795000002523,110.93570000002728,778.0800999998974,2216.9319264
fifo,4,2,standard-005,standard,667.014100000415,111.02329999994254,778.1856000001426,2216.9320385
fifo,4,2,batch-013,batch,667.058999999881,111.04020000038872,778.2028999999966,2216.9320625
fifo,4,2,batch-004,batch,667.073099999925,111.11470000014378,778.2784999999421,2216.9321445
fifo,4,2,standard-020,standard,778.0606999999691,108.21990000022197,886.562899999717,2217.0404378
fifo,4,2,batch-011,batch,778.1608000000233,108.22939999980008,886.6054999998596,2217.0404865
fifo,4,2,standard-018,standard,778.1761999999617,108.23600000003353,886.6143000000193,2217.0405016
fifo,4,2,batch-005,batch,778.2545000000027,108.2390999999916,886.6183000000092,2217.0405118
fifo,4,2,batch-008,batch,886.5485999999692,108.40129999996861,995.0573999999506,2217.148957
fifo,4,2,critical-000,critical,886.5821999997934,108.38669999975536,995.0951999999234,2217.1490008
fifo,4,2,standard-001,standard,886.5891999998894,108.37869999977556,995.0995999997758,2217.1490117
fifo,4,2,critical-005,critical,886.5928999998687,108.37809999975434,995.0990000002093,2217.1490183
fifo,4,2,batch-006,batch,995.039700000234,108.25699999986682,1103.3849999998893,2217.2573104
fifo,4,2,critical-001,critical,995.0696999999309,108.36169999993217,1103.5029999998187,2217.257435
fifo,4,2,standard-003,standard,995.0739000000794,108.39910000004238,1103.538800000024,2217.2574771
fifo,4,2,standard-007,standard,995.0744000002487,108.41259999961039,1103.5499999998137,2217.2574943
fifo,4,2,batch-001,batch,1103.4153000000515,107.75909999983924,1211.3555999999335,2217.3653074
fifo,4,2,batch-003,batch,1103.4812000002603,107.77640000014799,1211.3914000001387,2217.3653491
fifo,4,2,standard-019,standard,1103.5153000002538,107.77649999999994,1211.392899999737,2217.3653569
fifo,4,2,batch-000,batch,1103.5256000000118,107.77610000013738,1211.3933999999063,2217.3653632
fifo,4,2,critical-006,critical,1211.3404000001537,108.03409999971336,1319.451900000331,2217.4734287
fifo,4,3,critical-005,critical,15.513299999838637,107.81039999983477,123.6217000000579,2217.5975155
fifo,4,3,standard-013,standard,15.511800000240328,107.94859999987239,123.75049999991461,2217.5976729
fifo,4,3,standard-019,standard,15.513999999711814,107.93090000015582,123.76459999995859,2217.5976976
fifo,4,3,critical-006,critical,15.515900000082183,108.51730000013049,124.36230000002979,2217.5983047
fifo,4,3,critical-008,critical,123.59349999996994,108.65330000024187,233.1053999996584,2217.7070544
fifo,4,3,standard-015,standard,123.71510000002672,108.67910000024494,233.14430000027642,2217.707104
fifo,4,3,standard-017,standard,123.73040000011315,108.68620000019291,233.1493000001501,2217.7071176
fifo,4,3,standard-018,standard,124.33310000005804,108.71999999972104,233.17909999968833,2217.7071576
fifo,4,3,critical-007,critical,233.0775000000358,107.4625000001106,340.72869999999966,2217.8147144
fifo,4,3,critical-003,critical,233.11280000007173,107.49390000000858,340.7758000003014,2217.814768
fifo,4,3,standard-014,standard,233.11909999983982,107.5052000001051,340.7885999999962,2217.8147873
fifo,4,3,standard-000,standard,233.15110000021377,107.51580000032845,340.795000000071,2217.8148031
fifo,4,3,batch-003,batch,340.70900000006077,108.47020000028351,449.3130000000747,2217.9233281
fifo,4,3,batch-014,batch,340.7475999997587,108.49189999998998,449.3569999999636,2217.9233788
fifo,4,3,standard-004,standard,340.7608999996228,108.50040000013905,449.366899999859,2217.9233942
fifo,4,3,batch-006,batch,340.7698999999411,108.50660000005519,449.37270000036733,2217.9234064
fifo,4,3,standard-020,standard,449.2969000002631,107.14950000010504,556.5652999998747,2218.0306055
fifo,4,3,standard-010,standard,449.332300000151,107.26309999972727,556.6921999998158,2218.0307398
fifo,4,3,standard-005,standard,449.3391999999403,107.34930000035092,556.776699999773,2218.0308323
fifo,4,3,batch-000,batch,449.34509999984584,107.35579999982292,556.7838999995729,2218.0308456
fifo,4,3,standard-003,standard,556.5535999999156,105.92310000038196,662.8303999996206,2218.1368995
fifo,4,3,standard-002,standard,556.6885999996884,105.93859999971755,662.8676000000269,2218.1369436
fifo,4,3,batch-008,batch,556.7519999999604,105.94739999987723,662.8780999999435,2218.1369595
fifo,4,3,standard-006,standard,556.7592999996123,105.94979999996212,662.8806999997323,2218.1369677
fifo,4,3,batch-012,batch,662.8153999999995,109.66610000014043,772.5730000001931,2218.246666
fifo,4,3,standard-001,standard,662.840700000288,109.65759999999136,772.5916999997935,2218.2466964
fifo,4,3,standard-011,standard,662.8486999998131,109.65520000036122,772.5945000001957,2218.2467059
fifo,4,3,standard-009,standard,662.8499999997075,109.65470000019195,772.5952000000689,2218.2467133
fifo,4,3,standard-007,standard,772.5460000001476,108.64989999981844,881.2678999997843,2218.3553929
fifo,4,3,critical-001,critical,772.5644000001921,108.67890000008629,881.3044000003174,2218.355437
fifo,4,3,batch-001,batch,772.5688999998965,108.68959999970684,881.314900000234,2218.3554524
fifo,4,3,batch-007,batch,772.571699999844,108.69490000004589,881.3193999999385,2218.3554615
fifo,4,3,batch-011,batch,881.2545000000682,103.96179999997912,986.7404999999962,2218.4608868
fifo,4,3,batch-013,batch,881.2874000000193,103.93560000011348,986.7803999995886,2218.4609312
fifo,4,3,batch-010,batch,881.2975000000733,103.93599999997605,986.7896000000655,2218.4609452
fifo,4,3,standard-012,standard,881.302499999947,103.9375000000291,986.7964000000029,2218.4609562
fifo,4,3,critical-000,critical,986.7277000003014,106.9932999998855,1093.8274999998612,2218.5679943
fifo,4,3,standard-016,standard,986.7612999996709,107.01549999976123,1093.8664000000244,2218.5680376
fifo,4,3,batch-002,batch,986.7678000000524,107.02240000000529,1093.8732999998138,2218.5680515
fifo,4,3,standard-008,standard,986.7725999997674,107.02609999998458,1093.8771000000997,2218.5680612
fifo,4,3,critical-002,critical,1093.8117000000602,109.07859999997527,1202.9936999997517,2218.6771839
fifo,4,3,batch-005,batch,1093.842499999937,109.10259999991467,1203.0353000000105,2218.6772317
fifo,4,3,batch-009,batch,1093.8501999999062,109.10539999986213,1203.0391999996937,2218.6772416
fifo,4,3,critical-004,critical,1093.8532000000123,109.10640000020067,1203.0405000000428,2218.6772485
fifo,4,3,batch-004,batch,1202.976800000215,106.90900000008696,1309.9889999998595,2218.7842057
fifo,8,1,batch-004,batch,14.981000000261702,107.61129999991681,122.8360000000066,2218.9073767
fifo,8,1,standard-020,standard,14.993499999945925,107.66230000035648,122.89089999967473,2218.9074471
fifo,8,1,batch-005,batch,15.000200000031327,107.67690000011498,122.90530000018407,2218.9074688
fifo,8,1,batch-003,batch,15.007200000127341,107.68619999998919,122.91559999994206,2218.9074848
fifo,8,1,batch-001,batch,15.013799999906041,107.69710000022314,122.92680000018663,2218.9075011
fifo,8,1,critical-005,critical,15.021300000171323,107.70650000040405,122.9366000002301,2218.9075155
fifo,8,1,standard-001,standard,15.02940000000308,107.7156000001196,122.94770000016797,2218.9075311
fifo,8,1,batch-011,batch,15.035500000067259,107.7263000001949,122.95769999991535,2218.9075463
fifo,8,1,batch-007,batch,122.80250000003434,108.03799999985131,231.0629999997218,2219.0156561
fifo,8,1,standard-016,standard,122.85139999994499,108.06270000011864,231.10719999976936,2219.015705
fifo,8,1,standard-009,standard,122.86730000005264,108.07400000021516,231.12089999995078,2219.0157234
fifo,8,1,standard-006,standard,122.87849999984246,108.08319999978266,231.13120000016352,2219.0157382
fifo,8,1,batch-009,batch,122.8899999996429,108.09369999969931,231.14220000024943,2219.0157536
fifo,8,1,critical-003,critical,122.90059999986624,108.10300000002826,231.15299999972194,2219.0157688
fifo,8,1,batch-006,batch,122.9115000001002,108.1104999998388,231.16189999973358,2219.0157821
fifo,8,1,standard-008,standard,122.92180000031294,108.1159000000298,231.1690000001363,2219.0157941
fifo,8,1,standard-002,standard,231.0336999998981,105.69570000006934,336.922300000424,2219.1215519
fifo,8,1,standard-007,standard,231.07160000017757,105.72330000013608,336.9676000002073,2219.1216021
fifo,8,1,critical-006,critical,231.08300000012605,105.73139999996783,336.9763000000603,2219.1216175
fifo,8,1,batch-014,batch,231.09359999989465,105.73799999974653,336.98469999990266,2219.1216299
fifo,8,1,critical-008,critical,231.10489999999118,105.74369999994815,336.9916999999987,2219.121641
fifo,8,1,batch-002,batch,231.11619999963295,105.74980000001233,336.9998999996824,2219.1216532
fifo,8,1,critical-004,critical,231.12499999979264,105.757000000267,337.00839999983145,2219.1216661
fifo,8,1,standard-014,standard,231.13210000019535,105.76309999987643,337.01490000021295,2219.1216773
fifo,8,1,standard-019,standard,336.8930999999975,109.64789999979985,446.71280000011393,2219.2313797
fifo,8,1,standard-010,standard,336.9322000003194,109.67270000037388,446.7571999998654,2219.2314281
fifo,8,1,critical-002,critical,336.94299999979194,109.677300000385,446.76479999998264,2219.2314403
fifo,8,1,standard-017,standard,336.9502000000466,109.68000000002576,446.76909999998315,2219.2314493
fifo,8,1,standard-015,standard,336.95699999998396,109.68400000001566,446.77439999986746,2219.2314589
fifo,8,1,critical-001,critical,336.9652999999744,109.68610000008994,446.7792999998892,2219.2314678
fifo,8,1,critical-007,critical,336.9737999996687,109.68969999976252,446.7844000000696,2219.2314774
fifo,8,1,standard-003,standard,336.9807999997647,109.69159999967815,446.7884000000595,2219.2314857
fifo,8,1,standard-000,standard,446.6883999998572,108.72229999995398,555.5468000002293,2219.3402482
fifo,8,1,standard-005,standard,446.72339999988253,108.75009999972463,555.593399999907,2219.340299
fifo,8,1,standard-004,standard,446.73110000030647,108.75660000010612,555.6021999996119,2219.3403123
fifo,8,1,batch-008,batch,446.6781999999512,108.76229999985298,555.6095999995705,2219.340324
fifo,8,1,standard-018,standard,446.66959999995015,108.7680000000546,555.5441999999857,2219.3403338
fifo,8,1,standard-011,standard,446.6701999999714,108.77190000019255,555.5438000001232,2219.340342
fifo,8,1,standard-013,standard,446.6733999997814,108.76559999996971,555.5434000002606,2219.340348
fifo,8,1,batch-010,batch,446.67589999971824,108.76559999996971,555.5429000000913,2219.3403532
fifo,8,1,batch-000,batch,555.439700000079,109.23809999985679,664.8230000000694,2219.4496414
fifo,8,1,standard-012,standard,555.475899999692,109.27730000003066,664.8816000001716,2219.4497061
fifo,8,1,critical-000,critical,555.4830999999467,109.30050000024494,664.9065999999948,2219.4497366
fifo,8,1,batch-012,batch,555.489000000307,109.32000000002517,664.9266999997963,2219.4497625
fifo,8,1,batch-013,batch,555.4923999998209,109.336600000006,664.9437999999463,2219.4497859
fifo,8,2,standard-008,standard,1.411799999914365,105.09780000029423,107.01229999995121,2219.5577675
fifo,8,2,batch-004,batch,1.413699999829987,105.1012000002629,107.00700000006691,2219.5578056
fifo,8,2,critical-000,critical,1.4175999999679334,105.08630000003905,106.98750000028667,2219.5578181
fifo,8,2,critical-001,critical,1.4213999997991777,105.0716999998258,106.96809999990364,2219.557829
fifo,8,2,standard-000,standard,1.4269999996940896,105.05929999999353,106.94980000016585,2219.5578393
fifo,8,2,batch-012,batch,1.4295999999376363,105.04620000028808,106.93020000007891,2219.5578486
fifo,8,2,standard-020,standard,1.4341999999487598,105.03300000027593,106.91100000030929,2219.5578574
fifo,8,2,batch-011,batch,1.436099999864382,105.01989999966099,106.8913999997676,2219.5578662
fifo,8,2,critical-006,critical,106.76909999983764,108.79810000005818,215.7014999997955,2219.6667049
fifo,8,2,critical-008,critical,106.77560000021913,108.8158000002295,215.70900000006077,2219.6667389
fifo,8,2,standard-007,standard,106.76080000030197,108.82169999968028,215.6927999999425,2219.6667498
fifo,8,2,critical-007,critical,106.74490000019432,108.82720000017798,215.67540000023655,2219.6667591
fifo,8,2,standard-005,standard,106.72909999993863,108.83240000021033,215.6580999999278,2219.6667677
fifo,8,2,batch-008,batch,106.71240000010584,108.83650000005218,215.63980000019,2219.6667754
fifo,8,2,standard-015,standard,106.6950999997971,108.8409999997566,215.62170000015612,2219.6667836
fifo,8,2,standard-004,standard,106.64580000002388,108.84549999991577,215.57250000023487,2219.6667922
fifo,8,2,batch-010,batch,215.45969999988301,109.9619999999959,325.54019999997763,2219.7767902
fifo,8,2,standard-006,standard,215.46130000024277,109.98419999987163,325.5522999997993,2219.7768297
fifo,8,2,batch-007,batch,215.44500000027256,109.98909999989337,325.53509999979724,2219.7768398
fifo,8,2,standard-002,standard,215.41380000007848,109.99480000009498,325.50439999977243,2219.7768493
fifo,8,2,standard-018,standard,215.3957000000446,109.99859999992623,325.48499999984415,2219.7768564
fifo,8,2,critical-005,critical,215.3769999999895,110.00210000020161,325.46540000021196,2219.7768633
fifo,8,2,batch-002,batch,215.3590000002623,110.00610000019151,325.44670000015685,2219.7768706
fifo,8,2,batch-014,batch,215.34109999993234,110.00909999984287,325.4268000000593,2219.7768771
fifo,8,2,batch-000,batch,325.3197000003638,108.08629999974073,433.532600000035,2219.8850101
fifo,8,2,standard-011,standard,325.32480000008945,108.16139999997176,433.59949999967284,2219.8851044
fifo,8,2,standard-003,standard,325.30799999994997,108.1837000001542,433.59979999968346,2219.8851311
fifo,8,2,standard-019,standard,325.29189999968366,108.19310000033511,433.58820000003107,2219.8851451
fifo,8,2,standard-016,standard,325.2735000000939,108.20100000000821,433.5747000000083,2219.8851569
fifo,8,2,standard-013,standard,325.2546999997321,108.20789999979752,433.56009999979506,2219.8851682
fifo,8,2,batch-005,batch,325.2363999999943,108.21549999991475,433.5459999997511,2219.8851796
fifo,8,2,batch-006,batch,325.2025000001595,108.22280000002138,433.516999999938,2219.885191
fifo,8,2,critical-002,critical,433.3161999998083,107.58820000000924,541.1838999998508,2219.9928845
fifo,8,2,batch-003,batch,433.379000000059,107.61839999986478,541.2476999999853,2219.9929745
fifo,8,2,batch-001,batch,433.3778000000166,107.64670000025944,541.2673000000723,2219.9930207
fifo,8,2,standard-012,standard,433.36470000031113,107.67779999969207,541.27920000019,2219.9930595
fifo,8,2,standard-009,standard,433.35109999998167,107.70850000017163,541.2908000002972,2219.9930966
fifo,8,2,critical-003,critical,433.33639999991647,107.73609999978362,541.2984999998116,2219.9931302
fifo,8,2,standard-017,standard,433.32239999972444,107.75409999996555,541.2977000000865,2219.9931548
fifo,8,2,batch-009,batch,433.3078999998179,107.76990000022124,541.2941999998111,2219.993177
fifo,8,2,batch-013,batch,540.9881000000496,109.37670000021171,650.7653999997274,2220.1026739
fifo,8,2,standard-001,standard,541.043400000035,109.38500000020213,650.799200000165,2220.1027343
fifo,8,2,standard-010,standard,541.0566000000472,109.3815000003815,650.7977999999639,2220.1027648
fifo,8,2,critical-004,critical,541.0686999998688,109.37710000007428,650.7970000002388,2220.1027902
fifo,8,2,standard-014,standard,541.0746000002291,109.37300000023242,650.7900999999947,2220.1028146
fifo,8,3,standard-006,standard,1.5640000001440058,103.23140000036801,105.60850000001665,2220.2095426
fifo,8,3,standard-002,standard,1.5639999996892584,103.22619999988092,105.60380000015357,2220.2095889
fifo,8,3,batch-007,batch,1.5687000000070839,103.21439999961513,105.58660000015152,2220.2096089
fifo,8,3,standard-000,standard,1.5742000000500411,103.20550000005824,105.57229999994888,2220.2096271
fifo,8,3,batch-013,batch,1.5766999999868858,103.19679999975051,105.55710000016916,2220.209643
fifo,8,3,standard-020,standard,1.578200000039942,103.18879999977071,105.54129999991346,2220.209659
fifo,8,3,batch-009,batch,1.7004999999699066,103.180600000087,105.52499999994325,2220.2096744
fifo,8,3,batch-005,batch,1.7901000001074863,103.17189999977927,105.50450000027922,2220.2096891
fifo,8,3,standard-016,standard,105.33280000026934,108.97150000027978,214.50830000003407,2220.3187242
fifo,8,3,batch-011,batch,105.34369999959381,109.04640000035215,214.57409999993615,2220.3188195
fifo,8,3,batch-000,batch,105.33410000016374,109.0940999997656,214.60079999997106,2220.3188755
fifo,8,3,standard-018,standard,105.32409999996162,109.13559999971767,214.62149999979374,2220.3189241
fifo,8,3,critical-006,critical,105.3116000002774,109.17520000020886,214.63819999962652,2220.3189691
fifo,8,3,standard-012,standard,105.29970000015965,109.21299999972689,214.6538000001783,2220.3190129
fifo,8,3,batch-012,batch,105.28609999983018,109.25059999999576,214.6680999999262,2220.3190557
fifo,8,3,standard-014,standard,105.2733999999873,109.28859999967244,214.6839000001819,2220.3190995
fifo,8,3,standard-015,standard,214.2929000001459,108.36289999997462,323.1654000001072,2220.4276085
fifo,8,3,critical-001,critical,214.35199999996257,108.35640000004787,323.1799999998657,2220.427652
fifo,8,3,standard-009,standard,214.37869999999748,108.3426000000145,323.1667000000016,2220.4276665
fifo,8,3,batch-010,batch,214.3992999999682,108.35700000006909,323.18020000002434,2220.4277072
fifo,8,3,batch-014,batch,214.38390000002983,108.34920000024795,323.1388999997762,2220.4277266
fifo,8,3,critical-003,critical,214.3927999995867,108.33420000017213,323.1153000001541,2220.4277379
fifo,8,3,batch-004,batch,214.40649999976813,108.18079999990005,323.0996000002051,2220.427751
fifo,8,3,standard-008,standard,214.42019999994955,108.16319999958068,323.0803999999807,2220.4277621
fifo,8,3,standard-007,standard,322.89059999993697,107.83029999993232,430.92710000018997,2220.5356517
fifo,8,3,critical-005,critical,322.89700000001176,107.83829999991212,430.9274000002006,2220.5356824
fifo,8,3,batch-003,batch,322.8831999999784,107.84030000013445,430.9086999996907,2220.5356914
fifo,8,3,critical-004,critical,322.89550000041345,107.84100000000763,430.8857999999418,2220.5356984
fifo,8,3,standard-017,standard,322.88340000013704,107.84209999974337,430.8619999997063,2220.535705
fifo,8,3,standard-001,standard,322.86459999977524,107.84209999974337,430.83819999992556,2220.5357112
fifo,8,3,critical-008,critical,322.85030000002735,107.84259999991264,430.8172999999442,2220.5357178
fifo,8,3,standard-005,standard,322.8332999997292,107.84210000019812,430.7948000000579,2220.5357233
fifo,8,3,standard-013,standard,430.7011999999304,109.51629999999568,540.3182000000015,2220.6452745
fifo,8,3,batch-001,batch,430.6959000000461,109.6146999998382,540.4035999999905,2220.6453896
fifo,8,3,batch-008,batch,430.6740999995782,109.66910000024654,540.4305000001841,2220.6454465
fifo,8,3,standard-019,standard,430.65230000001975,109.73329999978887,540.4685000003155,2220.6455144
fifo,8,3,critical-007,critical,430.6290999998055,109.81429999992542,540.5244999997194,2220.6455997
fifo,8,3,standard-004,standard,430.6065000000672,109.94009999967602,540.624299999763,2220.6457283
fifo,8,3,critical-002,critical,430.58409999957803,110.00229999990552,540.6602999996721,2220.6457935
fifo,8,3,critical-000,critical,430.5613000001358,110.107799999696,540.7420000001366,2220.6459033
fifo,8,3,standard-003,standard,540.0826000000052,106.90359999989596,647.8248000003077,2220.7530295
fifo,8,3,batch-006,batch,540.1606000000356,106.9139000001087,647.9401999999936,2220.7531747
fifo,8,3,standard-011,standard,540.2037000003475,106.80060000004232,647.948499999984,2220.7532123
fifo,8,3,standard-010,standard,540.2233999998316,106.71689999981027,647.9446000003009,2220.7532387
fifo,8,3,batch-002,batch,540.2844000000186,106.61339999978736,647.9384999997819,2220.7532619
priority_aging,1,1,standard-017,standard,973.6521999998331,109.93089999965378,1083.6409999997159,2221.8379173
priority_aging,1,1,standard-012,standard,1083.5911999997734,106.94489999968937,1190.5868999997438,2221.9449176
priority_aging,1,1,standard-000,standard,1190.555900000163,109.53760000029433,1300.1625000001695,2222.0545289
priority_aging,1,1,batch-013,batch,3254.8188000000664,107.33610000033877,3362.2376000002987,2224.1166366
priority_aging,1,1,standard-020,standard,1300.1056999996763,107.81540000016321,1408.1938999997874,2222.1626232
priority_aging,1,1,critical-004,critical,1.3638000000355532,107.28280000012091,108.78160000038406,2220.8632707
priority_aging,1,1,critical-003,critical,108.75959999975748,106.52540000000954,215.4835000001185,2220.9700087
priority_aging,1,1,critical-001,critical,215.45839999998861,107.53950000025725,323.0555000000095,2221.0776108
priority_aging,1,1,batch-005,batch,3362.062000000151,107.60370000025432,3469.7825999996894,2224.2243657
priority_aging,1,1,batch-003,batch,3469.7611000001416,106.93349999974089,3576.7753999998604,2224.3313872
priority_aging,1,1,critical-007,critical,322.9754999997567,108.01369999990129,431.05430000014167,2221.1856965
priority_aging,1,1,batch-011,batch,3576.7257000002246,108.5744000001796,3685.373300000265,2224.4400432
priority_aging,1,1,standard-013,standard,1407.9289999999673,109.13170000003447,1517.1088999995845,2222.2718078
priority_aging,1,1,standard-009,standard,1517.0875000003434,107.7210000003106,1624.8750999998265,2222.3796017
priority_aging,1,1,standard-019,standard,1624.85340000012,108.25879999993049,1733.177799999794,2222.4879317
priority_aging,1,1,batch-010,batch,3685.2694999997766,105.73269999986223,3791.067000000112,2224.5458486
priority_aging,1,1,standard-016,standard,1733.1296999996084,109.39239999970596,1842.5913000000946,2222.5974003
priority_aging,1,1,critical-002,critical,430.8712000001833,107.46579999977257,538.4217999999237,2221.2932587
priority_aging,1,1,standard-011,standard,1842.5407999998242,109.60339999974167,1952.2375999999895,2222.7071062
priority_aging,1,1,batch-007,batch,3790.9583000000566,107.6708000000508,3898.6917000001995,2224.6535898
priority_aging,1,1,batch-009,batch,3898.6838000000716,105.67409999976007,4004.4638999997915,2224.7593911
priority_aging,1,1,standard-001,standard,1952.1795000000566,107.32529999995677,2059.5954000000347,2222.8145502
priority_aging,1,1,standard-010,standard,2059.5766999999796,108.66099999975631,2168.3116000003793,2222.923294
priority_aging,1,1,standard-003,standard,2168.291500000123,108.18919999974241,2276.6335000001163,2223.0316431
priority_aging,1,1,critical-005,critical,538.2303999999749,107.81550000001516,646.1674000001949,2221.4012034
priority_aging,1,1,batch-002,batch,4004.462500000045,107.45409999981348,4111.993500000153,2224.8670562
priority_aging,1,1,standard-002,standard,2276.5650999999707,109.53359999984968,2386.2553999997544,2223.1413448
priority_aging,1,1,standard-008,standard,2386.24290000007,107.50170000028447,2493.9801000000443,2223.2490966
priority_aging,1,1,standard-004,standard,2493.9641999999367,108.86429999982283,2602.9044000001704,2223.3580473
priority_aging,1,1,batch-012,batch,4111.900200000036,106.84170000013182,4218.9258000003065,2224.9740949
priority_aging,1,1,batch-000,batch,4218.908100000135,107.28789999984656,4326.263800000106,2225.0814593
priority_aging,1,1,standard-006,standard,2602.8323000000455,109.9435999999514,2712.8609000001234,2223.4680833
priority_aging,1,1,batch-004,batch,4326.220599999942,108.58959999995932,4434.880499999963,2225.19013
priority_aging,1,1,batch-006,batch,4434.8613999995905,108.92749999993612,4543.86199999999,2225.2991377
priority_aging,1,1,batch-014,batch,4543.843299999935,108.04499999994732,4651.988099999926,2225.4072898
priority_aging,1,1,critical-000,critical,645.8933999997498,107.90880000013203,754.0930999998636,2221.5094208
priority_aging,1,1,standard-015,standard,2712.7424999998766,108.82009999977527,2821.650299999874,2223.5770041
priority_aging,1,1,standard-005,standard,2821.6324999998506,108.7414999997236,2930.558100000326,2223.6859487
priority_aging,1,1,standard-014,standard,2930.5443000002924,108.19499999979598,3038.8859999998203,2223.7943029
priority_aging,1,1,standard-007,standard,3038.86330000023,107.76209999994535,3146.796699999868,2223.9022452
priority_aging,1,1,critical-006,critical,753.9547999999741,109.36499999979787,863.5589999998956,2221.6190348
priority_aging,1,1,critical-008,critical,863.5405999998511,108.80709999992177,972.4223999996866,2221.7279243
priority_aging,1,1,batch-001,batch,4651.76960000008,110.10709999982282,4761.954799999785,2225.517485
