name,kind,nlist,nprobe,hnsw_m,ef_construction,ef_search,chunks,dimension,index_size_bytes,build_ms,search_ms_total,search_ms_per_query,recall@1,recall@3,recall@5,recall@10,mrr@10,index_path
ivf32_nprobe16,ivf,32,16,,,,1152,2048,9708939,35.87629999674391,184.22180000052322,0.16274010600752933,0.3136042402826855,0.46819787985865724,0.5353356890459364,0.6298586572438163,0.4095364294127545,data\current\indexes\faiss\ivf32_nprobe16.index
hnsw_m32_ef64,hnsw,,,32,120,64,1152,2048,9750242,306.5510999877006,257.5875600014115,0.227550848057784,0.31625441696113077,0.4673144876325088,0.534452296819788,0.6280918727915195,0.4109232149868192,data\current\indexes\faiss\hnsw_m32_ef64.index
flat_ip,flat,,,,,,1152,2048,9437229,3.2142999989446253,37.95741999929305,0.03353128975202566,0.31625441696113077,0.4673144876325088,0.534452296819788,0.622791519434629,0.41013271916540467,data\current\indexes\faiss\flat_ip.index
ivf32_nprobe4,ivf,32,4,,,,1152,2048,9708939,35.059200003161095,45.68921999889426,0.04036150176580765,0.30742049469964666,0.4726148409893993,0.5371024734982333,0.622791519434629,0.4060498345392338,data\current\indexes\faiss\ivf32_nprobe4.index
hnsw_m16_ef32,hnsw,,,16,80,32,1152,2048,9603130,201.31509999919217,122.37478000170086,0.10810492933012443,0.3127208480565371,0.465547703180212,0.5273851590106007,0.6183745583038869,0.4070324331145886,data\current\indexes\faiss\hnsw_m16_ef32.index
