scenario,strategy,batch_size,repeat,request_id,request_class,replica,input_tokens,actual_output_tokens,estimated_output_tokens,max_output_tokens,queue_ms,service_ms,end_to_end_ms
empty_pool,token_ewma,144,1,req-0002,rag,replica-3,1359,118,254,700,10627.833333333338,619.8333333333334,11247.666666666672
empty_pool,token_ewma,144,1,req-0116,faq,replica-3,47,90,78,512,11247.666666666672,307.83333333333337,11555.500000000004
empty_pool,token_ewma,144,1,req-0058,rag,replica-3,1192,303,254,700,11555.500000000004,1208.6666666666667,12764.166666666672
empty_pool,token_ewma,144,1,req-0036,faq,replica-3,124,80,78,512,12764.166666666672,287.3333333333333,13051.500000000004
empty_pool,token_ewma,144,1,req-0106,analysis,replica-3,2374,1169,935,2048,13051.500000000004,4292.333333333334,17343.833333333336
empty_pool,token_ewma,144,1,req-0131,rag,replica-3,959,329,254,700,17343.833333333336,1256.5,18600.333333333336
empty_pool,token_ewma,144,1,req-0000,faq,replica-3,85,96,78,512,18600.333333333336,334.1666666666667,18934.500000000004
empty_pool,token_ewma,144,1,req-0014,rag,replica-3,843,392,254,700,18934.500000000004,1447.1666666666667,20381.66666666667
empty_pool,token_ewma,144,1,req-0091,rag,replica-3,1252,200,254,700,20381.66666666667,875.3333333333333,21257.000000000004
empty_pool,token_ewma,144,1,req-0130,faq,replica-3,214,113,78,512,21257.000000000004,412.3333333333333,21669.33333333334
empty_pool,token_ewma,144,1,req-0024,analysis,replica-3,3215,716,935,2048,21669.33333333334,2922.5000000000005,24591.833333333336
empty_pool,token_ewma,144,1,req-0016,faq,replica-3,106,71,78,512,24591.833333333336,254.33333333333334,24846.16666666667
empty_pool,token_ewma,144,1,req-0074,analysis,replica-3,2518,997,935,2048,24846.16666666667,3743.0,28589.16666666667
empty_pool,token_ewma,144,1,req-0052,faq,replica-3,268,65,78,512,28589.16666666667,261.33333333333337,28850.500000000004
empty_pool,token_ewma,144,1,req-0029,faq,replica-3,244,99,78,512,28850.500000000004,370.6666666666667,29221.166666666668
empty_pool,token_ewma,144,1,req-0046,faq,replica-3,182,69,78,512,29221.166666666668,260.33333333333337,29481.5
empty_pool,token_ewma,144,1,req-0117,faq,replica-3,217,106,78,512,29481.5,389.5,29871.000000000004
empty_pool,token_ewma,144,1,req-0054,rag,replica-3,819,248,254,700,29871.000000000004,963.1666666666667,30834.166666666668
empty_pool,token_ewma,144,1,req-0033,faq,replica-3,116,62,78,512,30834.166666666668,226.0,31060.166666666668
empty_pool,token_ewma,144,1,req-0066,analysis,replica-3,3106,1519,935,2048,31060.166666666668,5581.0,36641.16666666667
empty_pool,token_ewma,144,1,req-0020,analysis,replica-3,3298,663,935,2048,36641.16666666667,2759.6666666666665,39400.833333333336
empty_pool,token_ewma,144,1,req-0042,rag,replica-3,1003,204,254,700,39400.833333333336,847.1666666666667,40248.00000000001
empty_pool,token_ewma,144,1,req-0007,analysis,replica-3,2562,668,935,2048,40248.00000000001,2653.6666666666665,42901.66666666667
empty_pool,token_ewma,144,1,req-0011,analysis,replica-3,2434,694,935,2048,42901.66666666667,2719.0000000000005,45620.66666666667
empty_pool,token_ewma,144,1,req-0107,faq,replica-3,121,75,78,512,45620.66666666667,270.1666666666667,45890.83333333334
empty_pool,token_ewma,144,1,req-0077,faq,replica-3,207,88,78,512,45890.83333333334,327.8333333333333,46218.66666666667
empty_pool,token_ewma,144,1,req-0038,faq,replica-3,220,42,78,512,46218.66666666667,176.66666666666669,46395.33333333334
empty_pool,token_ewma,144,1,req-0104,analysis,replica-3,3359,960,935,2048,46395.33333333334,3759.8333333333335,50155.16666666667
empty_pool,token_ewma,144,1,req-0004,analysis,replica-3,3756,959,935,2048,50155.16666666667,3822.6666666666665,53977.833333333336
empty_pool,oracle,144,1,req-0037,rag,replica-1,1638,329,329,700,0.0,1369.6666666666667,1369.6666666666667
empty_pool,oracle,144,1,req-0112,rag,replica-1,1376,248,248,700,1369.6666666666667,1056.0,2425.666666666667
empty_pool,oracle,144,1,req-0087,rag,replica-1,1032,103,103,700,2425.666666666667,515.3333333333333,2941.0000000000005
empty_pool,oracle,144,1,req-0060,faq,replica-1,199,48,48,512,2941.0000000000005,193.16666666666666,3134.166666666667
empty_pool,oracle,144,1,req-0006,faq,replica-1,130,68,68,512,3134.166666666667,248.33333333333331,3382.5000000000005
empty_pool,oracle,144,1,req-0113,faq,replica-1,177,48,48,512,3382.5000000000005,189.5,3572.0
empty_pool,oracle,144,1,req-0097,analysis,replica-1,3249,924,924,2048,3572.0,3621.5,7193.5
empty_pool,oracle,144,1,req-0056,faq,replica-1,147,99,99,512,7193.5,354.50000000000006,7548.0
empty_pool,oracle,144,1,req-0065,faq,replica-1,160,89,89,512,7548.0,323.33333333333337,7871.333333333333
empty_pool,oracle,144,1,req-0005,rag,replica-1,1190,346,346,700,7871.333333333333,1351.6666666666665,9222.999999999998
empty_pool,oracle,144,1,req-0135,faq,replica-1,203,77,77,512,9222.999999999998,290.5,9513.499999999998
empty_pool,oracle,144,1,req-0062,rag,replica-1,924,235,235,700,9513.499999999998,937.3333333333334,10450.833333333332
empty_pool,oracle,144,1,req-0096,rag,replica-1,1175,304,304,700,10450.833333333332,1209.1666666666667,11659.999999999998
empty_pool,oracle,144,1,req-0021,rag,replica-1,1516,194,194,700,11659.999999999998,899.3333333333334,12559.333333333332
empty_pool,oracle,144,1,req-0036,faq,replica-1,124,80,80,512,12559.333333333332,287.3333333333333,12846.666666666664
empty_pool,oracle,144,1,req-0092,faq,replica-1,149,59,59,512,12846.666666666664,221.49999999999997,13068.166666666664
empty_pool,oracle,144,1,req-0031,faq,replica-1,139,86,86,512,13068.166666666664,309.83333333333337,13377.999999999998
empty_pool,oracle,144,1,req-0080,faq,replica-1,119,74,74,512,13377.999999999998,266.5,13644.499999999998
empty_pool,oracle,144,1,req-0018,faq,replica-1,100,109,109,512,13644.499999999998,380.0,14024.5
empty_pool,oracle,144,1,req-0034,faq,replica-1,178,98,98,512,14024.5,356.3333333333333,14380.833333333334
empty_pool,oracle,144,1,req-0055,rag,replica-1,1187,58,58,700,14380.833333333334,391.1666666666667,14772.0
empty_pool,oracle,144,1,req-0133,rag,replica-1,1522,212,212,700,14772.0,960.3333333333333,15732.333333333334
empty_pool,oracle,144,1,req-0131,rag,replica-1,959,329,329,700,15732.333333333334,1256.5,16988.833333333332
empty_pool,oracle,144,1,req-0022,rag,replica-1,588,193,193,700,16988.833333333332,741.3333333333333,17730.166666666664
empty_pool,oracle,144,1,req-0000,faq,replica-1,85,96,96,512,17730.166666666664,334.1666666666667,18064.333333333332
empty_pool,oracle,144,1,req-0126,faq,replica-1,169,107,107,512,18064.333333333332,384.83333333333337,18449.166666666668
empty_pool,oracle,144,1,req-0091,rag,replica-1,1252,200,200,700,18449.166666666668,875.3333333333333,19324.5
empty_pool,oracle,144,1,req-0045,faq,replica-1,217,45,45,512,19324.5,186.16666666666666,19510.666666666664
empty_pool,oracle,144,1,req-0015,analysis,replica-1,3724,970,970,2048,19510.666666666664,3854.0,23364.666666666664
empty_pool,oracle,144,1,req-0016,faq,replica-1,106,71,71,512,23364.666666666664,254.33333333333334,23619.0
empty_pool,oracle,144,1,req-0128,faq,replica-1,168,83,83,512,23619.0,304.6666666666667,23923.666666666664
empty_pool,oracle,144,1,req-0063,analysis,replica-1,4431,741,741,2048,23923.666666666664,3208.5000000000005,27132.166666666668
empty_pool,oracle,144,1,req-0127,rag,replica-1,1069,75,75,700,27132.166666666668,428.1666666666667,27560.333333333332
empty_pool,oracle,144,1,req-0029,faq,replica-1,244,99,99,512,27560.333333333332,370.6666666666667,27930.999999999996
empty_pool,oracle,144,1,req-0028,rag,replica-1,727,354,354,700,27930.999999999996,1301.1666666666665,29232.166666666664
empty_pool,oracle,144,1,req-0033,faq,replica-1,116,62,62,512,29232.166666666664,226.0,29458.166666666664
empty_pool,oracle,144,1,req-0066,analysis,replica-1,3106,1519,1519,2048,29458.166666666664,5581.0,35039.166666666664
empty_pool,oracle,144,1,req-0042,rag,replica-1,1003,204,204,700,35039.166666666664,847.1666666666667,35886.333333333336
empty_pool,oracle,144,1,req-0059,rag,replica-1,841,156,156,700,35886.333333333336,660.1666666666666,36546.5
empty_pool,oracle,144,1,req-0007,analysis,replica-1,2562,668,668,2048,36546.5,2653.6666666666665,39200.16666666667
empty_pool,oracle,144,1,req-0139,rag,replica-1,1624,180,180,700,39200.16666666667,870.6666666666667,40070.833333333336
empty_pool,oracle,144,1,req-0011,analysis,replica-1,2434,694,694,2048,40070.833333333336,2719.0000000000005,42789.833333333336
empty_pool,oracle,144,1,req-0107,faq,replica-1,121,75,75,512,42789.833333333336,270.1666666666667,43060.0
empty_pool,oracle,144,1,req-0077,faq,replica-1,207,88,88,512,43060.0,327.8333333333333,43387.833333333336
empty_pool,oracle,144,1,req-0038,faq,replica-1,220,42,42,512,43387.833333333336,176.66666666666669,43564.5
empty_pool,oracle,144,1,req-0104,analysis,replica-1,3359,960,960,2048,43564.5,3759.8333333333335,47324.333333333336
empty_pool,oracle,144,1,req-0119,faq,replica-1,174,83,83,512,47324.333333333336,305.6666666666667,47630.0
empty_pool,oracle,144,1,req-0076,faq,replica-1,127,65,65,512,47630.0,237.83333333333334,47867.833333333336
empty_pool,oracle,144,1,req-0082,faq,replica-1,166,57,57,512,47867.833333333336,217.66666666666669,48085.5
empty_pool,oracle,144,1,req-0102,rag,replica-1,1403,179,179,700,48085.5,830.5,48916.00000000001
empty_pool,oracle,144,1,req-0120,rag,replica-1,1163,181,181,700,48916.00000000001,797.1666666666667,49713.16666666667
empty_pool,oracle,144,1,req-0129,rag,replica-2,1372,183,183,700,0.0,838.6666666666666,838.6666666666666
empty_pool,oracle,144,1,req-0071,analysis,replica-2,4445,732,732,2048,838.6666666666666,3180.833333333333,4019.5
empty_pool,oracle,144,1,req-0057,rag,replica-2,1183,328,328,700,4019.5,1290.5,5310.0
empty_pool,oracle,144,1,req-0110,rag,replica-2,1211,323,323,700,5310.0,1278.5,6588.5
empty_pool,oracle,144,1,req-0136,faq,replica-2,108,69,69,512,6588.5,248.0,6836.5
empty_pool,oracle,144,1,req-0023,rag,replica-2,1049,92,92,700,6836.5,481.5,7318.0
empty_pool,oracle,144,1,req-0030,rag,replica-2,1492,168,168,700,7318.0,808.6666666666667,8126.666666666667
empty_pool,oracle,144,1,req-0012,faq,replica-2,121,47,47,512,8126.666666666667,176.83333333333334,8303.5
empty_pool,oracle,144,1,req-0138,faq,replica-2,221,123,123,512,8303.5,446.8333333333333,8750.333333333334
empty_pool,oracle,144,1,req-0079,faq,replica-2,107,81,81,512,8750.333333333334,287.8333333333333,9038.166666666668
empty_pool,oracle,144,1,req-0032,faq,replica-2,209,92,92,512,9038.166666666668,341.49999999999994,9379.666666666668
empty_pool,oracle,144,1,req-0026,faq,replica-2,105,79,79,512,9379.666666666668,280.8333333333333,9660.5
empty_pool,oracle,144,1,req-0108,faq,replica-2,176,82,82,512,9660.5,302.66666666666663,9963.166666666668
empty_pool,oracle,144,1,req-0115,faq,replica-2,229,86,86,512,9963.166666666668,324.83333333333337,10288.000000000002
empty_pool,oracle,144,1,req-0084,faq,replica-2,199,66,66,512,10288.000000000002,253.16666666666666,10541.16666666667
empty_pool,oracle,144,1,req-0002,rag,replica-2,1359,118,118,700,10541.16666666667,619.8333333333334,11161.000000000004
empty_pool,oracle,144,1,req-0122,faq,replica-2,204,69,69,512,11161.000000000004,264.0,11425.000000000002
empty_pool,oracle,144,1,req-0116,faq,replica-2,47,90,90,512,11425.000000000002,307.83333333333337,11732.833333333336
empty_pool,oracle,144,1,req-0058,rag,replica-2,1192,303,303,700,11732.833333333336,1208.6666666666667,12941.500000000002
empty_pool,oracle,144,1,req-0106,analysis,replica-2,2374,1169,1169,2048,12941.500000000002,4292.333333333334,17233.833333333336
empty_pool,oracle,144,1,req-0073,rag,replica-2,683,255,255,700,17233.833333333336,963.8333333333334,18197.66666666667
empty_pool,oracle,144,1,req-0070,rag,replica-2,1246,256,256,700,18197.66666666667,1061.0,19258.66666666667
empty_pool,oracle,144,1,req-0134,rag,replica-2,1682,305,305,700,19258.66666666667,1297.0,20555.66666666667
empty_pool,oracle,144,1,req-0109,rag,replica-2,1059,314,314,700,20555.66666666667,1223.1666666666667,21778.83333333334
empty_pool,oracle,144,1,req-0035,faq,replica-2,177,84,84,512,21778.83333333334,309.5,22088.33333333334
empty_pool,oracle,144,1,req-0044,faq,replica-2,143,90,90,512,22088.33333333334,323.8333333333333,22412.16666666667
empty_pool,oracle,144,1,req-0069,faq,replica-2,103,85,85,512,22412.16666666667,300.5,22712.66666666667
empty_pool,oracle,144,1,req-0025,rag,replica-2,1190,229,229,700,22712.66666666667,961.6666666666666,23674.333333333336
empty_pool,oracle,144,1,req-0074,analysis,replica-2,2518,997,997,2048,23674.333333333336,3743.0,27417.333333333336
empty_pool,oracle,144,1,req-0052,faq,replica-2,268,65,65,512,27417.333333333336,261.33333333333337,27678.666666666668
empty_pool,oracle,144,1,req-0123,faq,replica-2,258,46,46,512,27678.666666666668,196.33333333333331,27875.0
empty_pool,oracle,144,1,req-0046,faq,replica-2,182,69,69,512,27875.0,260.33333333333337,28135.333333333332
empty_pool,oracle,144,1,req-0117,faq,replica-2,217,106,106,512,28135.333333333332,389.5,28524.833333333332
empty_pool,oracle,144,1,req-0050,rag,replica-2,1047,23,23,700,28524.833333333332,251.16666666666666,28776.0
empty_pool,oracle,144,1,req-0100,faq,replica-2,207,61,61,512,28776.0,237.83333333333334,29013.833333333336
empty_pool,oracle,144,1,req-0085,rag,replica-2,985,128,128,700,29013.833333333336,590.8333333333334,29604.666666666668
empty_pool,oracle,144,1,req-0118,faq,replica-2,241,83,83,512,29604.666666666668,316.83333333333337,29921.5
empty_pool,oracle,144,1,req-0064,rag,replica-2,488,250,250,700,29921.5,914.6666666666667,30836.166666666668
empty_pool,oracle,144,1,req-0105,faq,replica-2,99,41,41,512,30836.166666666668,153.16666666666669,30989.333333333336
empty_pool,oracle,144,1,req-0083,rag,replica-2,978,77,77,700,30989.333333333336,419.66666666666663,31409.000000000004
empty_pool,oracle,144,1,req-0013,rag,replica-2,1247,302,302,700,31409.000000000004,1214.5,32623.5
empty_pool,oracle,144,1,req-0081,faq,replica-2,206,64,64,512,32623.5,247.66666666666669,32871.166666666664
empty_pool,oracle,144,1,req-0090,analysis,replica-2,2972,1311,1311,2048,32871.166666666664,4865.333333333333,37736.5
empty_pool,oracle,144,1,req-0009,rag,replica-2,1009,314,314,700,37736.5,1214.8333333333333,38951.33333333333
empty_pool,oracle,144,1,req-0103,analysis,replica-2,3472,621,621,2048,38951.33333333333,2648.666666666666,41599.99999999999
empty_pool,oracle,144,1,req-0061,rag,replica-2,957,166,166,700,41599.99999999999,712.8333333333334,42312.83333333333
empty_pool,oracle,144,1,req-0089,analysis,replica-2,2126,944,944,2048,42312.83333333333,3501.0,45813.83333333333
empty_pool,oracle,144,1,req-0140,faq,replica-2,175,42,42,512,45813.83333333333,169.16666666666669,45983.0
empty_pool,oracle,144,1,req-0114,faq,replica-2,215,73,73,512,45983.0,279.1666666666667,46262.166666666664
empty_pool,oracle,144,1,req-0008,rag,replica-2,1289,178,178,700,46262.166666666664,808.1666666666667,47070.33333333333
empty_pool,oracle,144,1,req-0004,analysis,replica-2,3756,959,959,2048,47070.33333333333,3822.6666666666665,50893.0
empty_pool,oracle,144,1,req-0001,rag,replica-3,1225,226,226,700,0.0,957.5,957.5
empty_pool,oracle,144,1,req-0088,analysis,replica-3,3308,720,720,2048,957.5,2951.3333333333335,3908.8333333333335
empty_pool,oracle,144,1,req-0040,faq,replica-3,87,51,51,512,3908.8333333333335,184.50000000000003,4093.333333333334
empty_pool,oracle,144,1,req-0095,rag,replica-3,782,275,275,700,4093.333333333334,1047.0,5140.333333333333
empty_pool,oracle,144,1,req-0048,rag,replica-3,884,327,327,700,5140.333333333333,1237.3333333333335,6377.666666666666
empty_pool,oracle,144,1,req-0124,faq,replica-3,157,87,87,512,6377.666666666666,316.16666666666663,6693.833333333333
empty_pool,oracle,144,1,req-0019,rag,replica-3,1825,166,166,700,6693.833333333333,857.4999999999999,7551.333333333333
empty_pool,oracle,144,1,req-0094,rag,replica-3,421,91,91,700,7551.333333333333,373.5,7924.833333333333
empty_pool,oracle,144,1,req-0142,rag,replica-3,1404,154,154,700,7924.833333333333,747.3333333333333,8672.166666666666
empty_pool,oracle,144,1,req-0098,rag,replica-3,660,193,193,700,8672.166666666666,753.3333333333333,9425.5
empty_pool,oracle,144,1,req-0141,faq,replica-3,214,98,98,512,9425.5,362.3333333333333,9787.833333333334
empty_pool,oracle,144,1,req-0049,rag,replica-3,1579,194,194,700,9787.833333333334,909.8333333333333,10697.666666666666
empty_pool,oracle,144,1,req-0072,rag,replica-3,1189,173,173,700,10697.666666666666,774.8333333333333,11472.5
empty_pool,oracle,144,1,req-0132,analysis,replica-3,3931,773,773,2048,11472.5,3231.8333333333335,14704.333333333334
empty_pool,oracle,144,1,req-0053,faq,replica-3,204,80,80,512,14704.333333333334,300.66666666666663,15005.0
empty_pool,oracle,144,1,req-0086,analysis,replica-3,2211,783,783,2048,15005.0,2978.5,17983.5
empty_pool,oracle,144,1,req-0014,rag,replica-3,843,392,392,700,17983.5,1447.1666666666667,19430.666666666668
empty_pool,oracle,144,1,req-0130,faq,replica-3,214,113,113,512,19430.666666666668,412.3333333333333,19843.0
empty_pool,oracle,144,1,req-0024,analysis,replica-3,3215,716,716,2048,19843.0,2922.5000000000005,22765.5
empty_pool,oracle,144,1,req-0003,faq,replica-3,162,97,97,512,22765.5,350.3333333333333,23115.833333333332
empty_pool,oracle,144,1,req-0017,faq,replica-3,238,40,40,512,23115.833333333332,173.0,23288.83333333333
empty_pool,oracle,144,1,req-0041,analysis,replica-3,3662,1212,1212,2048,23288.83333333333,4650.333333333333,27939.16666666666
empty_pool,oracle,144,1,req-0099,faq,replica-3,154,73,73,512,27939.16666666666,269.0,28208.16666666666
empty_pool,oracle,144,1,req-0101,faq,replica-3,128,62,62,512,28208.16666666666,228.0,28436.16666666666
empty_pool,oracle,144,1,req-0054,rag,replica-3,819,248,248,700,28436.16666666666,963.1666666666667,29399.33333333333
empty_pool,oracle,144,1,req-0068,rag,replica-3,1545,177,177,700,29399.33333333333,847.4999999999999,30246.83333333333
empty_pool,oracle,144,1,req-0125,rag,replica-3,493,218,218,700,30246.83333333333,808.8333333333333,31055.66666666666
empty_pool,oracle,144,1,req-0111,analysis,replica-3,3593,186,186,2048,31055.66666666666,1218.8333333333335,32274.499999999996
empty_pool,oracle,144,1,req-0020,analysis,replica-3,3298,663,663,2048,32274.499999999996,2759.6666666666665,35034.166666666664
empty_pool,oracle,144,1,req-0067,analysis,replica-3,3898,1142,1142,2048,35034.166666666664,4456.333333333333,39490.5
empty_pool,oracle,144,1,req-0039,rag,replica-3,467,234,234,700,39490.5,857.8333333333334,40348.33333333333
empty_pool,oracle,144,1,req-0051,rag,replica-3,1527,150,150,700,40348.33333333333,754.5,41102.83333333333
empty_pool,oracle,144,1,req-0143,analysis,replica-3,2131,841,841,2048,41102.83333333333,3158.5,44261.33333333333
empty_pool,oracle,144,1,req-0047,faq,replica-3,152,45,45,512,44261.33333333333,175.33333333333334,44436.66666666666
empty_pool,oracle,144,1,req-0027,faq,replica-3,239,69,69,512,44436.66666666666,269.83333333333337,44706.49999999999
empty_pool,oracle,144,1,req-0043,faq,replica-3,140,79,79,512,44706.49999999999,286.66666666666663,44993.16666666666
empty_pool,oracle,144,1,req-0093,rag,replica-3,628,87,87,700,44993.16666666666,394.6666666666667,45387.83333333333
empty_pool,oracle,144,1,req-0075,rag,replica-3,1555,184,184,700,45387.83333333333,872.4999999999999,46260.33333333333
empty_pool,oracle,144,1,req-0010,rag,replica-3,1145,235,235,700,46260.33333333333,974.1666666666666,47234.5
empty_pool,oracle,144,1,req-0121,rag,replica-3,1274,277,277,700,47234.5,1135.6666666666665,48370.166666666664
empty_pool,oracle,144,1,req-0137,rag,replica-3,1220,306,306,700,48370.166666666664,1223.3333333333335,49593.5
empty_pool,oracle,144,1,req-0078,rag,replica-3,762,283,283,700,49593.5,1070.3333333333333,50663.83333333333
empty_pool,round_robin,144,2,req-0143,rag,replica-1,1546,248,,700,0.0,1084.3333333333335,1084.3333333333335
empty_pool,round_robin,144,2,req-0064,rag,replica-1,1169,284,,700,1084.3333333333335,1141.5,2225.833333333333
empty_pool,round_robin,144,2,req-0095,analysis,replica-1,2508,639,,2048,2225.833333333333,2548.0,4773.833333333333
empty_pool,round_robin,144,2,req-0024,faq,replica-1,258,86,,512,4773.833333333333,329.6666666666667,5103.499999999999
empty_pool,round_robin,144,2,req-0093,faq,replica-1,76,64,,512,5103.499999999999,226.0,5329.499999999999
empty_pool,round_robin,144,2,req-0056,faq,replica-1,157,33,,512,5329.499999999999,136.16666666666666,5465.666666666666
empty_pool,round_robin,144,2,req-0031,rag,replica-1,1076,269,,700,5465.666666666666,1076.0,6541.666666666666
empty_pool,round_robin,144,2,req-0113,rag,replica-1,1393,163,,700,6541.666666666666,775.5,7317.166666666666
empty_pool,round_robin,144,2,req-0110,rag,replica-1,1131,368,,700,7317.166666666666,1415.1666666666665,8732.333333333334
empty_pool,round_robin,144,2,req-0025,faq,replica-1,245,82,,512,8732.333333333334,314.16666666666663,9046.5
empty_pool,round_robin,144,2,req-0112,faq,replica-1,142,97,,512,9046.5,347.0,9393.5
empty_pool,round_robin,144,2,req-0061,faq,replica-1,99,68,,512,9393.5,243.16666666666663,9636.666666666666
empty_pool,round_robin,144,2,req-0118,rag,replica-1,1015,44,,700,9636.666666666666,315.8333333333333,9952.5
empty_pool,round_robin,144,2,req-0013,faq,replica-1,246,54,,512,9952.5,221.0,10173.5
empty_pool,round_robin,144,2,req-0019,rag,replica-1,1482,181,,700,10173.5,850.3333333333334,11023.833333333334
empty_pool,round_robin,144,2,req-0131,faq,replica-1,279,66,,512,11023.833333333334,266.5,11290.333333333334
empty_pool,round_robin,144,2,req-0089,rag,replica-1,1627,193,,700,11290.333333333334,914.5,12204.833333333336
empty_pool,round_robin,144,2,req-0035,rag,replica-1,1203,246,,700,12204.833333333336,1020.5,13225.333333333336
empty_pool,round_robin,144,2,req-0017,rag,replica-1,955,244,,700,13225.333333333336,972.5,14197.833333333336
empty_pool,round_robin,144,2,req-0092,rag,replica-1,885,197,,700,14197.833333333336,804.1666666666666,15002.000000000002
empty_pool,round_robin,144,2,req-0010,rag,replica-1,866,229,,700,15002.000000000002,907.6666666666666,15909.66666666667
empty_pool,round_robin,144,2,req-0129,rag,replica-1,1471,219,,700,15909.66666666667,975.1666666666666,16884.833333333336
empty_pool,round_robin,144,2,req-0062,rag,replica-1,1081,262,,700,16884.833333333336,1053.4999999999998,17938.333333333336
empty_pool,round_robin,144,2,req-0071,analysis,replica-1,3693,918,,2048,17938.333333333336,3675.5,21613.833333333336
empty_pool,round_robin,144,2,req-0125,analysis,replica-1,3914,617,,2048,21613.833333333336,2709.0,24322.833333333336
empty_pool,round_robin,144,2,req-0074,rag,replica-1,1155,85,,700,24322.833333333336,475.8333333333333,24798.666666666668
empty_pool,round_robin,144,2,req-0134,rag,replica-1,1488,254,,700,24798.666666666668,1094.6666666666667,25893.333333333336
empty_pool,round_robin,144,2,req-0130,rag,replica-1,863,311,,700,25893.333333333336,1180.4999999999998,27073.833333333332
empty_pool,round_robin,144,2,req-0111,rag,replica-1,753,288,,700,27073.833333333332,1085.5,28159.333333333332
empty_pool,round_robin,144,2,req-0127,faq,replica-1,304,76,,512,28159.333333333332,304.00000000000006,28463.333333333332
empty_pool,round_robin,144,2,req-0137,rag,replica-1,1324,278,,700,28463.333333333332,1147.3333333333333,29610.666666666664
empty_pool,round_robin,144,2,req-0133,rag,replica-1,1568,290,,700,29610.666666666664,1228.0,30838.666666666664
empty_pool,round_robin,144,2,req-0007,faq,replica-1,164,96,,512,30838.666666666664,347.3333333333333,31186.0
empty_pool,round_robin,144,2,req-0008,analysis,replica-1,3642,681,,2048,31186.0,2877.0,34063.0
empty_pool,round_robin,144,2,req-0004,rag,replica-1,937,296,,700,34063.0,1142.8333333333333,35205.833333333336
empty_pool,round_robin,144,2,req-0057,faq,replica-1,68,59,,512,35205.833333333336,208.0,35413.833333333336
empty_pool,round_robin,144,2,req-0068,rag,replica-1,957,118,,700,35413.833333333336,552.8333333333333,35966.66666666667
empty_pool,round_robin,144,2,req-0058,rag,replica-1,495,112,,700,35966.66666666667,455.83333333333337,36422.5
empty_pool,round_robin,144,2,req-0053,analysis,replica-1,2698,1069,,2048,36422.5,4013.0,40435.5
empty_pool,round_robin,144,2,req-0060,rag,replica-1,1336,214,,700,40435.5,936.0,41371.5
empty_pool,round_robin,144,2,req-0078,faq,replica-1,134,87,,512,41371.5,312.3333333333333,41683.833333333336
empty_pool,round_robin,144,2,req-0026,faq,replica-1,302,123,,512,41683.833333333336,460.3333333333333,42144.166666666664
empty_pool,round_robin,144,2,req-0039,rag,replica-1,1019,108,,700,42144.166666666664,529.8333333333334,42674.0
empty_pool,round_robin,144,2,req-0087,faq,replica-1,75,51,,512,42674.0,182.50000000000003,42856.5
empty_pool,round_robin,144,2,req-0043,faq,replica-1,173,103,,512,42856.5,372.16666666666663,43228.666666666664
empty_pool,round_robin,144,2,req-0037,analysis,replica-1,2927,995,,2048,43228.666666666664,3804.5,47033.16666666666
empty_pool,round_robin,144,2,req-0100,rag,replica-1,1708,264,,700,47033.16666666666,1164.6666666666667,48197.83333333333
empty_pool,round_robin,144,2,req-0079,faq,replica-1,182,80,,512,48197.83333333333,297.0,48494.83333333333
empty_pool,round_robin,144,2,req-0050,rag,replica-2,519,163,,700,0.0,629.8333333333334,629.8333333333334
empty_pool,round_robin,144,2,req-0033,faq,replica-2,173,90,,512,629.8333333333334,328.8333333333333,958.6666666666666
empty_pool,round_robin,144,2,req-0032,rag,replica-2,780,185,,700,958.6666666666666,746.6666666666667,1705.3333333333333
empty_pool,round_robin,144,2,req-0014,rag,replica-2,402,218,,700,1705.3333333333333,793.6666666666667,2499.0
empty_pool,round_robin,144,2,req-0005,rag,replica-2,812,279,,700,2499.0,1065.3333333333335,3564.333333333334
empty_pool,round_robin,144,2,req-0016,faq,replica-2,220,49,,512,3564.333333333334,200.0,3764.333333333334
empty_pool,round_robin,144,2,req-0114,rag,replica-2,1372,85,,700,3764.333333333334,512.0,4276.333333333334
empty_pool,round_robin,144,2,req-0140,rag,replica-2,1317,256,,700,4276.333333333334,1072.8333333333333,5349.166666666667
empty_pool,round_robin,144,2,req-0075,rag,replica-2,943,253,,700,5349.166666666667,1000.5000000000001,6349.666666666668
empty_pool,round_robin,144,2,req-0020,analysis,replica-2,3360,1006,,2048,6349.666666666668,3913.3333333333335,10263.000000000002
empty_pool,round_robin,144,2,req-0108,faq,replica-2,117,91,,512,10263.000000000002,322.83333333333337,10585.833333333336
empty_pool,round_robin,144,2,req-0009,rag,replica-2,1112,170,,700,10585.833333333336,752.0,11337.833333333336
empty_pool,round_robin,144,2,req-0042,rag,replica-2,990,271,,700,11337.833333333336,1068.3333333333333,12406.16666666667
empty_pool,round_robin,144,2,req-0083,faq,replica-2,82,104,,512,12406.16666666667,360.3333333333333,12766.500000000002
empty_pool,round_robin,144,2,req-0116,faq,replica-2,161,81,,512,12766.500000000002,296.8333333333333,13063.333333333336
empty_pool,round_robin,144,2,req-0002,rag,replica-2,1119,163,,700,13063.333333333336,729.8333333333334,13793.16666666667
empty_pool,round_robin,144,2,req-0101,faq,replica-2,102,63,,512,13793.16666666667,226.99999999999997,14020.16666666667
empty_pool,round_robin,144,2,req-0109,rag,replica-2,674,87,,700,14020.16666666667,402.3333333333333,14422.500000000004
