timestamp,gpu_util_pct,memory_used_mib,memory_total_mib,power_w,temperature_c
2026/07/12 18:25:19.183,100,12823,15360,66.51,77
2026/07/12 18:25:19.431,99,12823,15360,64.10,78
2026/07/12 18:25:19.680,100,12823,15360,64.00,78
2026/07/12 18:25:19.924,100,12823,15360,73.58,78
2026/07/12 18:25:20.169,100,12823,15360,67.54,78
2026/07/12 18:25:20.413,100,12823,15360,65.34,78
2026/07/12 18:25:20.657,100,12823,15360,66.51,78
2026/07/12 18:25:20.903,100,12823,15360,66.18,78
2026/07/12 18:25:21.149,100,12823,15360,65.83,78
2026/07/12 18:25:21.401,100,12823,15360,67.44,78
2026/07/12 18:25:21.647,100,12823,15360,69.50,78
2026/07/12 18:25:21.891,100,12823,15360,67.24,78
2026/07/12 18:25:22.138,100,12823,15360,68.47,78
2026/07/12 18:25:22.390,100,12823,15360,66.57,78
2026/07/12 18:25:22.637,100,12823,15360,65.53,78
2026/07/12 18:25:22.882,100,12823,15360,66.02,78
2026/07/12 18:25:23.128,100,12823,15360,66.02,78
2026/07/12 18:25:23.377,100,12823,15360,67.63,78
2026/07/12 18:25:23.626,100,12823,15360,66.06,78
2026/07/12 18:25:23.871,100,12823,15360,67.93,78
2026/07/12 18:25:24.116,99,12823,15360,70.49,78
2026/07/12 18:25:24.371,100,12823,15360,64.10,78
2026/07/12 18:25:24.620,100,12823,15360,69.12,78
2026/07/12 18:25:24.867,100,12823,15360,66.81,78
2026/07/12 18:25:25.112,100,12823,15360,65.34,78
2026/07/12 18:25:25.359,100,12823,15360,68.61,78
2026/07/12 18:25:25.608,100,12823,15360,67.14,78
2026/07/12 18:25:25.854,100,12823,15360,66.08,78
2026/07/12 18:25:26.100,100,12823,15360,66.79,77
2026/07/12 18:25:26.349,100,12823,15360,65.53,77
2026/07/12 18:25:26.596,100,12823,15360,66.32,78
2026/07/12 18:25:26.845,100,12823,15360,66.91,77
2026/07/12 18:25:27.093,100,12823,15360,67.54,77
2026/07/12 18:25:27.342,100,12823,15360,67.10,78
2026/07/12 18:25:27.591,100,12823,15360,66.12,77
2026/07/12 18:25:27.839,100,12823,15360,66.61,77
2026/07/12 18:25:28.092,100,12823,15360,66.56,77
2026/07/12 18:25:28.338,100,12823,15360,66.02,77
2026/07/12 18:25:28.589,100,12823,15360,68.03,78
2026/07/12 18:25:28.839,100,12823,15360,63.81,77
2026/07/12 18:25:29.086,100,12823,15360,68.96,78
2026/07/12 18:25:29.336,100,12823,15360,64.95,77
2026/07/12 18:25:29.589,100,12823,15360,66.26,77
2026/07/12 18:25:29.837,100,12823,15360,68.96,77
2026/07/12 18:25:30.085,100,12823,15360,68.91,77
2026/07/12 18:25:30.335,100,12823,15360,66.61,77
2026/07/12 18:25:30.583,100,12823,15360,67.10,77
2026/07/12 18:25:30.829,100,12823,15360,69.36,77
2026/07/12 18:25:31.083,100,12823,15360,66.28,77
2026/07/12 18:25:31.329,100,12823,15360,67.93,77
2026/07/12 18:25:31.575,100,12823,15360,66.75,77
2026/07/12 18:25:31.826,100,12823,15360,66.81,77
2026/07/12 18:25:32.074,100,12823,15360,67.20,77
2026/07/12 18:25:32.325,100,12823,15360,66.32,77
2026/07/12 18:25:32.572,100,12823,15360,66.91,77
2026/07/12 18:25:32.818,100,12823,15360,66.46,77
2026/07/12 18:25:33.065,100,12823,15360,66.46,77
2026/07/12 18:25:33.313,99,12823,15360,69.91,77
2026/07/12 18:25:33.567,100,12823,15360,64.99,77
2026/07/12 18:25:33.814,100,12823,15360,71.66,77
2026/07/12 18:25:34.061,100,12823,15360,65.93,77
2026/07/12 18:25:34.312,100,12823,15360,67.93,77
2026/07/12 18:25:34.563,100,12823,15360,66.51,77
2026/07/12 18:25:34.812,100,12823,15360,66.46,77
2026/07/12 18:25:35.064,100,12823,15360,66.22,77
2026/07/12 18:25:35.314,100,12823,15360,66.85,77
2026/07/12 18:25:35.558,100,12823,15360,66.47,77
2026/07/12 18:25:35.812,100,12823,15360,66.22,77
2026/07/12 18:25:36.056,100,12823,15360,65.63,77
2026/07/12 18:25:36.303,100,12823,15360,66.96,77
2026/07/12 18:25:36.555,100,12823,15360,67.26,77
2026/07/12 18:25:36.800,100,12823,15360,67.54,77
2026/07/12 18:25:37.043,100,12823,15360,65.83,77
2026/07/12 18:25:37.288,100,12823,15360,66.47,77
2026/07/12 18:25:37.532,100,12823,15360,67.04,77
2026/07/12 18:25:37.776,100,12823,15360,66.51,77
2026/07/12 18:25:38.026,98,12823,15360,63.42,77
2026/07/12 18:25:38.275,100,12823,15360,66.32,77
2026/07/12 18:25:38.523,100,12823,15360,64.30,77
2026/07/12 18:25:38.772,100,12823,15360,68.86,77
2026/07/12 18:25:39.021,100,12823,15360,65.14,77
2026/07/12 18:25:39.270,100,12823,15360,66.81,77
2026/07/12 18:25:39.518,100,12823,15360,66.61,77
2026/07/12 18:25:39.766,100,12823,15360,66.12,77
2026/07/12 18:25:40.013,100,12823,15360,67.30,77
2026/07/12 18:25:40.262,100,12823,15360,66.81,77
2026/07/12 18:25:40.509,100,12823,15360,67.40,77
2026/07/12 18:25:40.758,100,12823,15360,67.45,77
2026/07/12 18:25:41.007,100,12823,15360,66.65,77
2026/07/12 18:25:41.255,100,12823,15360,67.73,77
2026/07/12 18:25:41.505,100,12823,15360,66.61,77
2026/07/12 18:25:41.754,100,12823,15360,68.77,77
2026/07/12 18:25:42.005,100,12823,15360,67.24,77
2026/07/12 18:25:42.252,100,12823,15360,65.63,77
2026/07/12 18:25:42.500,100,12823,15360,67.49,77
2026/07/12 18:25:42.751,100,12823,15360,66.12,77
2026/07/12 18:25:43.000,100,12823,15360,70.82,77
2026/07/12 18:25:43.251,100,12823,15360,66.46,77
2026/07/12 18:25:43.502,100,12823,15360,66.91,77
2026/07/12 18:25:43.748,100,12823,15360,67.10,77
2026/07/12 18:25:43.995,100,12823,15360,66.32,77
2026/07/12 18:25:44.246,100,12823,15360,65.79,77
2026/07/12 18:25:44.491,100,12823,15360,66.12,77
2026/07/12 18:25:44.735,100,12823,15360,67.35,77
2026/07/12 18:25:44.981,100,12823,15360,67.69,77
2026/07/12 18:25:45.228,100,12823,15360,66.32,77
2026/07/12 18:25:45.479,100,12823,15360,66.95,77
2026/07/12 18:25:45.726,100,12823,15360,66.51,77
2026/07/12 18:25:45.972,100,12823,15360,66.12,77
2026/07/12 18:25:46.220,100,12823,15360,66.65,77
2026/07/12 18:25:46.469,100,12823,15360,66.08,77
2026/07/12 18:25:46.719,100,12823,15360,67.06,77
2026/07/12 18:25:46.968,100,12823,15360,65.63,77
2026/07/12 18:25:47.218,99,12823,15360,67.75,77
2026/07/12 18:25:47.469,100,12823,15360,66.71,77
2026/07/12 18:25:47.723,100,12823,15360,65.83,77
2026/07/12 18:25:47.971,100,12823,15360,66.18,77
2026/07/12 18:25:48.218,100,12823,15360,65.40,77
2026/07/12 18:25:48.464,100,12823,15360,65.77,77
2026/07/12 18:25:48.712,100,12823,15360,67.40,77
2026/07/12 18:25:48.964,100,12823,15360,66.61,77
2026/07/12 18:25:49.222,100,12823,15360,67.69,77
2026/07/12 18:25:49.470,100,12823,15360,67.55,77
2026/07/12 18:25:49.722,100,12823,15360,65.79,77
2026/07/12 18:25:49.970,100,12823,15360,66.02,77
2026/07/12 18:25:50.221,100,12823,15360,67.16,77
2026/07/12 18:25:50.469,100,12823,15360,65.93,77
2026/07/12 18:25:50.718,100,12823,15360,67.24,77
2026/07/12 18:25:50.967,100,12823,15360,66.36,77
2026/07/12 18:25:51.213,100,12823,15360,67.63,77
2026/07/12 18:25:51.459,100,12823,15360,66.46,77
2026/07/12 18:25:51.706,100,12823,15360,67.35,77
2026/07/12 18:25:51.954,98,12823,15360,66.12,77
2026/07/12 18:25:52.208,100,12823,15360,67.30,77
2026/07/12 18:25:52.455,100,12823,15360,66.22,77
2026/07/12 18:25:52.701,100,12823,15360,65.73,77
2026/07/12 18:25:52.951,100,12823,15360,66.02,77
2026/07/12 18:25:53.197,100,12823,15360,66.42,77
2026/07/12 18:25:53.444,100,12823,15360,65.14,77
2026/07/12 18:25:53.694,100,12823,15360,67.24,77
2026/07/12 18:25:53.943,100,12823,15360,67.65,77
2026/07/12 18:25:54.190,100,12823,15360,66.18,77
2026/07/12 18:25:54.437,100,12823,15360,66.38,77
2026/07/12 18:25:54.690,100,12823,15360,67.16,77
2026/07/12 18:25:54.938,100,12823,15360,66.85,77
2026/07/12 18:25:55.187,100,12823,15360,67.18,77
2026/07/12 18:25:55.440,100,12823,15360,66.46,77
2026/07/12 18:25:55.687,100,12823,15360,66.56,77
2026/07/12 18:25:55.934,100,12823,15360,67.20,77
2026/07/12 18:25:56.184,100,12823,15360,67.14,77
