timestamp,gpu_util_pct,memory_used_mib,memory_total_mib,power_w,temperature_c
2026/07/12 18:20:38.623,100,12823,15360,54.76,77
2026/07/12 18:20:38.872,96,12823,15360,63.81,77
2026/07/12 18:20:39.119,100,12823,15360,60.81,77
2026/07/12 18:20:39.365,100,12823,15360,65.77,77
2026/07/12 18:20:39.612,100,12823,15360,76.17,77
2026/07/12 18:20:39.857,100,12823,15360,77.64,78
2026/07/12 18:20:40.112,100,12823,15360,60.22,77
2026/07/12 18:20:40.361,100,12823,15360,60.22,77
2026/07/12 18:20:40.611,100,12823,15360,65.18,78
2026/07/12 18:20:40.864,100,12823,15360,72.50,77
2026/07/12 18:20:41.113,100,12823,15360,60.41,77
2026/07/12 18:20:41.360,100,12823,15360,64.50,77
2026/07/12 18:20:41.613,100,12823,15360,72.89,77
2026/07/12 18:20:41.863,100,12823,15360,60.90,77
2026/07/12 18:20:42.106,100,12823,15360,62.47,77
2026/07/12 18:20:42.358,100,12823,15360,67.16,77
2026/07/12 18:20:42.608,100,12823,15360,60.61,77
2026/07/12 18:20:42.857,100,12823,15360,61.55,77
2026/07/12 18:20:43.106,100,12823,15360,69.56,77
2026/07/12 18:20:43.360,100,12823,15360,73.13,77
2026/07/12 18:20:43.610,100,12823,15360,72.20,77
2026/07/12 18:20:43.867,100,12823,15360,69.12,77
2026/07/12 18:20:44.115,100,12823,15360,67.59,77
2026/07/12 18:20:44.364,100,12823,15360,65.77,77
2026/07/12 18:20:44.620,100,12823,15360,66.91,77
2026/07/12 18:20:44.868,100,12823,15360,66.77,77
2026/07/12 18:20:45.116,100,12823,15360,66.71,77
2026/07/12 18:20:45.366,100,12823,15360,67.00,77
2026/07/12 18:20:45.613,100,12823,15360,69.10,77
2026/07/12 18:20:45.859,100,12823,15360,67.55,77
2026/07/12 18:20:46.108,100,12823,15360,64.95,77
2026/07/12 18:20:46.355,100,12823,15360,66.12,77
2026/07/12 18:20:46.605,100,12823,15360,64.75,77
2026/07/12 18:20:46.850,100,12823,15360,67.49,77
2026/07/12 18:20:47.099,100,12823,15360,66.38,77
2026/07/12 18:20:47.344,100,12823,15360,65.97,77
2026/07/12 18:20:47.589,100,12823,15360,65.48,77
2026/07/12 18:20:47.834,100,12823,15360,67.55,77
2026/07/12 18:20:48.080,100,12823,15360,68.04,78
2026/07/12 18:20:48.325,100,12823,15360,69.21,78
2026/07/12 18:20:48.571,100,12823,15360,67.40,77
2026/07/12 18:20:48.815,100,12823,15360,66.26,78
2026/07/12 18:20:49.063,100,12823,15360,65.93,77
2026/07/12 18:20:49.308,100,12823,15360,67.00,78
2026/07/12 18:20:49.552,99,12823,15360,69.41,78
2026/07/12 18:20:49.799,100,12823,15360,65.14,77
2026/07/12 18:20:50.053,100,12823,15360,68.00,77
2026/07/12 18:20:50.301,100,12823,15360,67.55,77
2026/07/12 18:20:50.548,100,12823,15360,67.84,77
2026/07/12 18:20:50.800,100,12823,15360,67.20,77
2026/07/12 18:20:51.046,100,12823,15360,66.51,77
2026/07/12 18:20:51.292,100,12823,15360,67.69,77
2026/07/12 18:20:51.545,100,12823,15360,67.98,77
2026/07/12 18:20:51.791,100,12823,15360,66.71,77
2026/07/12 18:20:52.038,100,12823,15360,66.81,77
2026/07/12 18:20:52.285,100,12823,15360,68.08,77
2026/07/12 18:20:52.535,100,12823,15360,67.69,77
2026/07/12 18:20:52.781,100,12823,15360,66.47,77
2026/07/12 18:20:53.028,100,12823,15360,67.00,77
2026/07/12 18:20:53.282,100,12823,15360,67.49,77
2026/07/12 18:20:53.529,100,12823,15360,68.08,77
2026/07/12 18:20:53.776,100,12823,15360,67.79,77
2026/07/12 18:20:54.024,100,12823,15360,67.45,77
2026/07/12 18:20:54.270,100,12823,15360,67.10,77
2026/07/12 18:20:54.516,100,12823,15360,67.35,77
2026/07/12 18:20:54.761,100,12823,15360,67.69,77
