timestamp,gpu_util_pct,memory_used_mib,memory_total_mib,power_w,temperature_c
2026/07/12 18:18:42.693,100,12819,15360,65.89,77
2026/07/12 18:18:42.938,100,12819,15360,65.10,77
2026/07/12 18:18:43.183,100,12819,15360,65.77,77
2026/07/12 18:18:43.430,100,12819,15360,62.18,77
2026/07/12 18:18:43.674,100,12819,15360,71.28,77
2026/07/12 18:18:43.931,100,12819,15360,64.79,77
2026/07/12 18:18:44.177,100,12819,15360,61.98,77
2026/07/12 18:18:44.423,100,12819,15360,67.55,77
2026/07/12 18:18:44.672,100,12819,15360,68.61,77
2026/07/12 18:18:44.923,100,12819,15360,66.18,77
2026/07/12 18:18:45.167,100,12819,15360,64.42,77
2026/07/12 18:18:45.413,100,12819,15360,64.38,77
2026/07/12 18:18:45.658,100,12819,15360,70.52,77
2026/07/12 18:18:45.904,100,12819,15360,67.00,77
2026/07/12 18:18:46.150,100,12819,15360,65.48,77
2026/07/12 18:18:46.396,100,12819,15360,61.15,77
2026/07/12 18:18:46.648,100,12819,15360,66.38,77
2026/07/12 18:18:46.895,100,12819,15360,66.16,77
2026/07/12 18:18:47.142,100,12819,15360,69.07,77
2026/07/12 18:18:47.387,100,12819,15360,65.00,77
2026/07/12 18:18:47.635,100,12819,15360,65.34,77
2026/07/12 18:18:47.883,100,12819,15360,70.66,77
2026/07/12 18:18:48.132,100,12819,15360,63.28,77
2026/07/12 18:18:48.377,100,12819,15360,67.75,77
2026/07/12 18:18:48.627,100,12819,15360,63.18,77
2026/07/12 18:18:48.880,100,12819,15360,72.25,77
2026/07/12 18:18:49.128,100,12819,15360,68.14,77
2026/07/12 18:18:49.378,100,12819,15360,66.26,77
2026/07/12 18:18:49.623,100,12819,15360,74.80,77
2026/07/12 18:18:49.882,100,12819,15360,63.97,77
2026/07/12 18:18:50.129,100,12819,15360,65.30,77
2026/07/12 18:18:50.376,100,12819,15360,65.69,77
2026/07/12 18:18:50.624,100,12819,15360,65.98,77
2026/07/12 18:18:50.879,100,12819,15360,69.88,77
2026/07/12 18:18:51.126,100,12819,15360,69.30,77
2026/07/12 18:18:51.379,100,12819,15360,65.69,77
2026/07/12 18:18:51.626,100,12819,15360,68.32,77
2026/07/12 18:18:51.871,100,12819,15360,68.28,77
2026/07/12 18:18:52.116,100,12819,15360,65.94,77
2026/07/12 18:18:52.361,100,12819,15360,61.54,77
2026/07/12 18:18:52.607,100,12819,15360,68.32,77
2026/07/12 18:18:52.858,100,12819,15360,68.25,77
2026/07/12 18:18:53.106,100,12819,15360,67.65,77
2026/07/12 18:18:53.352,100,12819,15360,68.67,77
2026/07/12 18:18:53.598,100,12819,15360,65.75,77
2026/07/12 18:18:53.845,100,12819,15360,67.21,77
2026/07/12 18:18:54.099,98,12819,15360,64.50,77
2026/07/12 18:18:54.346,100,12819,15360,66.91,77
2026/07/12 18:18:54.596,100,12819,15360,65.93,77
2026/07/12 18:18:54.841,100,12819,15360,67.98,77
2026/07/12 18:18:55.095,100,12819,15360,65.14,77
2026/07/12 18:18:55.341,100,12819,15360,65.77,77
2026/07/12 18:18:55.587,100,12819,15360,68.49,77
2026/07/12 18:18:55.833,100,12819,15360,65.59,77
2026/07/12 18:18:56.078,100,12819,15360,63.24,77
2026/07/12 18:18:56.329,100,12819,15360,67.35,77
2026/07/12 18:18:56.575,100,12819,15360,69.01,77
2026/07/12 18:18:56.821,100,12819,15360,68.95,76
2026/07/12 18:18:57.070,100,12819,15360,65.94,77
2026/07/12 18:18:57.323,100,12819,15360,67.61,77
2026/07/12 18:18:57.569,100,12819,15360,68.91,77
2026/07/12 18:18:57.815,100,12819,15360,69.89,77
2026/07/12 18:18:58.062,100,12819,15360,68.18,77
2026/07/12 18:18:58.308,100,12819,15360,69.20,77
2026/07/12 18:18:58.561,100,12819,15360,63.40,77
2026/07/12 18:18:58.811,100,12819,15360,67.35,76
2026/07/12 18:18:59.057,100,12819,15360,67.61,77
2026/07/12 18:18:59.309,100,12819,15360,67.51,77
2026/07/12 18:18:59.555,98,12819,15360,70.39,76
2026/07/12 18:18:59.803,100,12819,15360,67.75,77
2026/07/12 18:19:00.049,100,12819,15360,61.69,76
2026/07/12 18:19:00.296,100,12819,15360,66.42,76
2026/07/12 18:19:00.547,100,12819,15360,61.40,76
2026/07/12 18:19:00.794,100,12819,15360,62.28,76
2026/07/12 18:19:01.044,100,12819,15360,63.20,76
2026/07/12 18:19:01.290,100,12819,15360,66.42,76
2026/07/12 18:19:01.542,100,12819,15360,66.57,76
2026/07/12 18:19:01.789,100,12819,15360,64.71,76
2026/07/12 18:19:02.036,100,12819,15360,68.29,76
2026/07/12 18:19:02.281,100,12819,15360,67.54,76
2026/07/12 18:19:02.529,100,12819,15360,65.00,76
2026/07/12 18:19:02.775,100,12819,15360,70.23,76
2026/07/12 18:19:03.024,100,12819,15360,65.12,76
2026/07/12 18:19:03.269,100,12819,15360,69.59,76
2026/07/12 18:19:03.516,100,12819,15360,61.48,76
2026/07/12 18:19:03.763,100,12819,15360,68.77,76
2026/07/12 18:19:04.015,100,12819,15360,67.45,76
2026/07/12 18:19:04.262,100,12819,15360,64.18,76
2026/07/12 18:19:04.510,100,12819,15360,68.08,76
2026/07/12 18:19:04.764,100,12819,15360,67.63,76
