timestamp,gpu_util_pct,memory_used_mib,memory_total_mib,power_w,temperature_c
2026/07/12 17:51:48.273,100,11963,15360,68.56,78
2026/07/12 17:51:48.521,80,11963,15360,77.64,79
2026/07/12 17:51:48.761,100,11963,15360,81.79,79
2026/07/12 17:51:49.006,100,11963,15360,80.96,79
2026/07/12 17:51:49.248,100,11963,15360,80.67,79
2026/07/12 17:51:49.494,100,11963,15360,74.41,79
2026/07/12 17:51:49.736,100,11963,15360,71.42,79
2026/07/12 17:51:49.980,100,11963,15360,59.47,79
2026/07/12 17:51:50.221,100,11963,15360,71.96,78
2026/07/12 17:51:50.463,100,11963,15360,73.52,78
2026/07/12 17:51:50.706,100,11963,15360,64.99,78
2026/07/12 17:51:50.952,100,11963,15360,65.87,78
2026/07/12 17:51:51.197,100,11963,15360,65.63,78
2026/07/12 17:51:51.441,100,11963,15360,66.57,78
2026/07/12 17:51:51.685,100,11963,15360,67.84,78
2026/07/12 17:51:51.931,100,11963,15360,67.84,78
2026/07/12 17:51:52.181,100,11963,15360,66.51,78
2026/07/12 17:51:52.429,100,11963,15360,67.34,78
2026/07/12 17:51:52.677,100,11963,15360,66.77,78
2026/07/12 17:51:52.924,100,11963,15360,67.16,78
2026/07/12 17:51:53.173,100,11963,15360,66.91,78
2026/07/12 17:51:53.418,100,11963,15360,67.59,78
2026/07/12 17:51:53.665,100,11963,15360,67.40,78
2026/07/12 17:51:53.909,100,11963,15360,67.10,78
2026/07/12 17:51:54.154,100,11963,15360,66.61,78
2026/07/12 17:51:54.399,100,11963,15360,65.83,78
2026/07/12 17:51:54.656,100,11963,15360,66.51,78
2026/07/12 17:51:54.901,100,11963,15360,67.54,78
2026/07/12 17:51:55.146,100,11963,15360,65.73,78
2026/07/12 17:51:55.389,100,11963,15360,66.75,78
2026/07/12 17:51:55.634,100,11963,15360,66.12,77
2026/07/12 17:51:55.879,100,11963,15360,65.93,78
