timestamp,gpu_util_pct,memory_used_mib,memory_total_mib,power_w,temperature_c
2026/07/12 17:56:44.548,100,11963,15360,66.81,77
2026/07/12 17:56:44.796,89,11963,15360,71.91,78
2026/07/12 17:56:45.043,100,11963,15360,68.63,77
2026/07/12 17:56:45.290,100,11963,15360,67.26,77
2026/07/12 17:56:45.536,100,11963,15360,67.59,77
2026/07/12 17:56:45.788,100,11963,15360,67.59,77
2026/07/12 17:56:46.037,100,11963,15360,68.03,77
2026/07/12 17:56:46.288,100,11963,15360,66.51,77
2026/07/12 17:56:46.533,100,11963,15360,67.49,77
2026/07/12 17:56:46.778,100,11963,15360,66.91,77
2026/07/12 17:56:47.027,100,11963,15360,66.86,77
2026/07/12 17:56:47.276,100,11963,15360,67.75,77
2026/07/12 17:56:47.524,100,11963,15360,67.40,77
2026/07/12 17:56:47.769,100,11963,15360,67.20,77
2026/07/12 17:56:48.016,100,11963,15360,67.59,77
2026/07/12 17:56:48.262,100,11963,15360,67.20,77
2026/07/12 17:56:48.509,100,11963,15360,67.14,77
2026/07/12 17:56:48.756,100,11963,15360,67.30,77
2026/07/12 17:56:49.002,100,11963,15360,67.49,77
2026/07/12 17:56:49.252,100,11963,15360,67.94,77
2026/07/12 17:56:49.500,100,11963,15360,67.89,77
2026/07/12 17:56:49.745,100,11963,15360,67.10,77
2026/07/12 17:56:49.999,93,11963,15360,65.53,78
2026/07/12 17:56:50.248,100,11963,15360,67.20,77
2026/07/12 17:56:50.492,100,11963,15360,67.40,77
2026/07/12 17:56:50.737,100,11963,15360,67.94,77
2026/07/12 17:56:50.986,100,11963,15360,67.16,77
2026/07/12 17:56:51.231,100,11963,15360,67.10,77
2026/07/12 17:56:51.475,100,11963,15360,67.00,77
2026/07/12 17:56:51.717,100,11963,15360,67.10,77
2026/07/12 17:56:51.961,100,11963,15360,67.40,77
2026/07/12 17:56:52.205,100,11963,15360,67.30,77
2026/07/12 17:56:52.451,100,11963,15360,67.65,77
2026/07/12 17:56:52.697,100,11963,15360,66.91,77
2026/07/12 17:56:52.943,100,11963,15360,67.20,77
2026/07/12 17:56:53.187,100,11963,15360,67.41,77
2026/07/12 17:56:53.434,100,11963,15360,67.49,77
2026/07/12 17:56:53.679,100,11963,15360,67.40,77
2026/07/12 17:56:53.925,100,11963,15360,66.86,77
2026/07/12 17:56:54.171,100,11963,15360,68.08,77
2026/07/12 17:56:54.417,100,11963,15360,66.91,77
2026/07/12 17:56:54.669,100,11963,15360,67.10,77
2026/07/12 17:56:54.915,100,11963,15360,66.77,77
2026/07/12 17:56:55.161,92,11963,15360,69.69,77
2026/07/12 17:56:55.406,100,11963,15360,69.12,78
2026/07/12 17:56:55.652,100,11963,15360,67.00,77
2026/07/12 17:56:55.899,100,11963,15360,68.53,77
2026/07/12 17:56:56.145,100,11963,15360,68.43,77
2026/07/12 17:56:56.394,100,11963,15360,67.79,77
2026/07/12 17:56:56.641,100,11963,15360,67.79,77
2026/07/12 17:56:56.890,100,11963,15360,66.86,77
2026/07/12 17:56:57.141,100,11963,15360,66.96,77
2026/07/12 17:56:57.386,100,11963,15360,68.18,77
2026/07/12 17:56:57.632,100,11963,15360,67.26,77
2026/07/12 17:56:57.879,100,11963,15360,67.69,77
2026/07/12 17:56:58.126,100,11963,15360,67.69,77
2026/07/12 17:56:58.372,100,11963,15360,67.59,77
2026/07/12 17:56:58.619,100,11963,15360,67.65,77
2026/07/12 17:56:58.866,100,11963,15360,67.49,77
2026/07/12 17:56:59.113,100,11963,15360,67.59,77
2026/07/12 17:56:59.359,100,11963,15360,67.30,77
2026/07/12 17:56:59.605,100,11963,15360,67.45,77
2026/07/12 17:56:59.853,100,11963,15360,67.59,77
2026/07/12 17:57:00.099,100,11963,15360,66.51,77
2026/07/12 17:57:00.344,100,11963,15360,67.49,77
2026/07/12 17:57:00.592,100,11963,15360,70.25,78
2026/07/12 17:57:00.849,100,11963,15360,67.40,77
2026/07/12 17:57:01.101,100,11963,15360,67.79,77
2026/07/12 17:57:01.353,100,11963,15360,68.08,77
2026/07/12 17:57:01.601,100,11963,15360,67.49,77
2026/07/12 17:57:01.847,100,11963,15360,67.59,77
2026/07/12 17:57:02.099,100,11963,15360,67.40,77
2026/07/12 17:57:02.344,100,11963,15360,67.65,77
2026/07/12 17:57:02.590,100,11963,15360,67.65,77
2026/07/12 17:57:02.836,100,11963,15360,67.00,77
2026/07/12 17:57:03.082,100,11963,15360,67.30,77
2026/07/12 17:57:03.334,100,11963,15360,67.40,77
2026/07/12 17:57:03.579,100,11963,15360,67.65,77
2026/07/12 17:57:03.826,100,11963,15360,67.59,77
2026/07/12 17:57:04.075,100,11963,15360,66.91,77
2026/07/12 17:57:04.325,100,11963,15360,68.53,77
2026/07/12 17:57:04.574,100,11963,15360,66.67,77
2026/07/12 17:57:04.820,100,11963,15360,67.98,77
2026/07/12 17:57:05.068,100,11963,15360,67.16,77
2026/07/12 17:57:05.314,100,11963,15360,66.61,77
2026/07/12 17:57:05.565,100,11963,15360,68.04,77
2026/07/12 17:57:05.810,100,11963,15360,65.34,77
2026/07/12 17:57:06.052,100,11963,15360,67.89,77
2026/07/12 17:57:06.298,100,11963,15360,68.77,77
2026/07/12 17:57:06.545,100,11963,15360,67.16,77
2026/07/12 17:57:06.797,100,11963,15360,67.10,77
2026/07/12 17:57:07.043,100,11963,15360,67.06,77
2026/07/12 17:57:07.288,100,11963,15360,66.85,77
2026/07/12 17:57:07.532,100,11963,15360,67.40,77
2026/07/12 17:57:07.778,100,11963,15360,67.98,77
2026/07/12 17:57:08.024,100,11963,15360,67.84,77
2026/07/12 17:57:08.270,100,11963,15360,67.20,77
2026/07/12 17:57:08.515,100,11963,15360,67.10,77
2026/07/12 17:57:08.761,100,11963,15360,68.28,77
2026/07/12 17:57:09.006,100,11963,15360,66.42,77
2026/07/12 17:57:09.256,100,11963,15360,66.86,77
2026/07/12 17:57:09.502,100,11963,15360,67.69,77
2026/07/12 17:57:09.747,100,11963,15360,68.28,77
2026/07/12 17:57:09.994,100,11963,15360,67.35,77
2026/07/12 17:57:10.244,100,11963,15360,67.20,77
2026/07/12 17:57:10.491,100,11963,15360,67.94,77
2026/07/12 17:57:10.736,100,11963,15360,68.03,77
2026/07/12 17:57:10.984,100,11963,15360,45.86,77
2026/07/12 17:57:11.232,90,11963,15360,71.42,78
2026/07/12 17:57:11.480,100,11963,15360,67.55,77
2026/07/12 17:57:11.726,100,11963,15360,67.06,77
2026/07/12 17:57:11.971,100,11963,15360,67.40,77
2026/07/12 17:57:12.222,100,11963,15360,67.84,77
2026/07/12 17:57:12.468,100,11963,15360,68.92,77
2026/07/12 17:57:12.715,100,11963,15360,67.06,77
2026/07/12 17:57:12.961,100,11963,15360,67.98,77
2026/07/12 17:57:13.206,100,11963,15360,68.00,77
2026/07/12 17:57:13.454,100,11963,15360,67.45,77
2026/07/12 17:57:13.701,100,11963,15360,67.16,77
2026/07/12 17:57:13.947,100,11963,15360,66.81,77
2026/07/12 17:57:14.193,100,11963,15360,66.67,77
2026/07/12 17:57:14.440,100,11963,15360,67.98,77
2026/07/12 17:57:14.688,100,11963,15360,67.26,77
2026/07/12 17:57:14.935,100,11963,15360,67.55,77
2026/07/12 17:57:15.188,100,11963,15360,67.69,77
2026/07/12 17:57:15.434,100,11963,15360,68.19,77
2026/07/12 17:57:15.679,100,11963,15360,68.57,77
2026/07/12 17:57:15.930,100,11963,15360,67.69,77
2026/07/12 17:57:16.176,100,11963,15360,67.10,77
2026/07/12 17:57:16.422,93,11963,15360,71.91,78
2026/07/12 17:57:16.670,100,11963,15360,67.69,77
2026/07/12 17:57:16.922,100,11963,15360,67.69,77
2026/07/12 17:57:17.167,100,11963,15360,67.06,77
2026/07/12 17:57:17.414,100,11963,15360,66.86,77
2026/07/12 17:57:17.658,100,11963,15360,68.28,77
2026/07/12 17:57:17.904,100,11963,15360,68.33,77
2026/07/12 17:57:18.152,100,11963,15360,67.49,77
2026/07/12 17:57:18.397,100,11963,15360,67.59,77
2026/07/12 17:57:18.641,100,11963,15360,68.12,77
2026/07/12 17:57:18.886,100,11963,15360,67.65,77
2026/07/12 17:57:19.131,100,11963,15360,68.04,77
2026/07/12 17:57:19.378,100,11963,15360,67.59,77
2026/07/12 17:57:19.628,100,11963,15360,67.65,77
2026/07/12 17:57:19.876,100,11963,15360,68.72,77
2026/07/12 17:57:20.123,100,11963,15360,68.63,78
2026/07/12 17:57:20.368,100,11963,15360,67.65,77
2026/07/12 17:57:20.613,100,11963,15360,66.91,77
2026/07/12 17:57:20.859,100,11963,15360,67.10,78
2026/07/12 17:57:21.104,100,11963,15360,67.45,77
2026/07/12 17:57:21.354,100,11963,15360,67.89,78
2026/07/12 17:57:21.603,93,11963,15360,63.51,78
2026/07/12 17:57:21.845,100,11963,15360,68.53,78
2026/07/12 17:57:22.090,100,11963,15360,67.79,77
2026/07/12 17:57:22.336,100,11963,15360,67.20,77
2026/07/12 17:57:22.583,100,11963,15360,66.51,77
2026/07/12 17:57:22.829,100,11963,15360,67.59,77
2026/07/12 17:57:23.076,100,11963,15360,67.51,78
2026/07/12 17:57:23.323,100,11963,15360,68.33,77
2026/07/12 17:57:23.574,100,11963,15360,67.59,77
2026/07/12 17:57:23.821,100,11963,15360,67.69,78
2026/07/12 17:57:24.067,100,11963,15360,67.10,77
2026/07/12 17:57:24.321,100,11963,15360,68.43,77
2026/07/12 17:57:24.571,100,11963,15360,68.49,77
2026/07/12 17:57:24.818,100,11963,15360,67.20,78
2026/07/12 17:57:25.067,100,11963,15360,67.65,77
2026/07/12 17:57:25.313,100,11963,15360,68.92,78
2026/07/12 17:57:25.562,100,11963,15360,67.59,77
2026/07/12 17:57:25.817,100,11963,15360,67.69,77
2026/07/12 17:57:26.062,100,11963,15360,67.55,77
2026/07/12 17:57:26.309,100,11963,15360,67.16,77
2026/07/12 17:57:26.559,100,11963,15360,67.20,77
2026/07/12 17:57:26.807,100,11963,15360,67.49,77
2026/07/12 17:57:27.054,92,11963,15360,67.65,78
2026/07/12 17:57:27.310,100,11963,15360,67.49,77
2026/07/12 17:57:27.556,100,11963,15360,67.35,77
2026/07/12 17:57:27.802,100,11963,15360,67.59,77
2026/07/12 17:57:28.047,100,11963,15360,67.84,77
2026/07/12 17:57:28.296,100,11963,15360,67.24,77
2026/07/12 17:57:28.543,100,11963,15360,68.38,77
2026/07/12 17:57:28.789,100,11963,15360,68.77,77
2026/07/12 17:57:29.036,100,11963,15360,68.08,77
2026/07/12 17:57:29.283,100,11963,15360,67.30,77
2026/07/12 17:57:29.534,100,11963,15360,67.49,77
2026/07/12 17:57:29.782,100,11963,15360,68.28,77
2026/07/12 17:57:30.029,100,11963,15360,66.51,77
2026/07/12 17:57:30.277,100,11963,15360,67.69,77
2026/07/12 17:57:30.525,100,11963,15360,66.42,77
2026/07/12 17:57:30.771,100,11963,15360,67.16,77
2026/07/12 17:57:31.017,100,11963,15360,67.84,77
2026/07/12 17:57:31.269,100,11963,15360,67.30,77
2026/07/12 17:57:31.514,100,11963,15360,67.10,77
2026/07/12 17:57:31.759,100,11963,15360,67.89,77
2026/07/12 17:57:32.009,100,11963,15360,67.40,77
2026/07/12 17:57:32.256,93,11963,15360,67.20,77
2026/07/12 17:57:32.499,100,11963,15360,69.16,77
2026/07/12 17:57:32.745,100,11963,15360,66.57,77
2026/07/12 17:57:32.989,100,11963,15360,67.84,77
2026/07/12 17:57:33.243,100,11963,15360,67.98,77
2026/07/12 17:57:33.489,100,11963,15360,67.40,77
2026/07/12 17:57:33.735,100,11963,15360,67.20,77
2026/07/12 17:57:33.981,100,11963,15360,68.86,77
2026/07/12 17:57:34.230,100,11963,15360,68.43,77
2026/07/12 17:57:34.478,100,11963,15360,66.91,77
2026/07/12 17:57:34.724,100,11963,15360,67.79,77
2026/07/12 17:57:34.969,100,11963,15360,67.84,77
2026/07/12 17:57:35.218,100,11963,15360,67.10,77
2026/07/12 17:57:35.463,100,11963,15360,67.98,77
2026/07/12 17:57:35.709,100,11963,15360,67.49,77
2026/07/12 17:57:35.955,100,11963,15360,66.91,77
2026/07/12 17:57:36.201,100,11963,15360,68.91,77
2026/07/12 17:57:36.447,100,11963,15360,67.51,77
2026/07/12 17:57:36.694,100,11963,15360,67.26,77
2026/07/12 17:57:36.941,100,11963,15360,67.10,77
2026/07/12 17:57:37.186,100,11963,15360,67.34,77
2026/07/12 17:57:37.437,100,11963,15360,60.84,77
2026/07/12 17:57:37.685,100,11963,15360,72.40,77
2026/07/12 17:57:37.934,100,11963,15360,68.33,77
2026/07/12 17:57:38.186,100,11963,15360,67.98,77
2026/07/12 17:57:38.430,100,11963,15360,66.71,77
2026/07/12 17:57:38.675,100,11963,15360,67.98,77
2026/07/12 17:57:38.923,100,11963,15360,68.57,77
2026/07/12 17:57:39.170,100,11963,15360,68.72,77
2026/07/12 17:57:39.416,100,11963,15360,67.75,77
2026/07/12 17:57:39.668,100,11963,15360,66.91,77
2026/07/12 17:57:39.913,100,11963,15360,67.35,77
2026/07/12 17:57:40.167,100,11963,15360,68.04,77
2026/07/12 17:57:40.411,100,11963,15360,68.38,77
2026/07/12 17:57:40.656,100,11963,15360,66.51,77
2026/07/12 17:57:40.902,100,11963,15360,67.84,77
2026/07/12 17:57:41.149,100,11963,15360,68.38,77
2026/07/12 17:57:41.395,100,11963,15360,68.57,77
2026/07/12 17:57:41.646,100,11963,15360,67.10,77
2026/07/12 17:57:41.894,100,11963,15360,67.69,77
