timestamp,gpu_util_pct,memory_used_mib,memory_total_mib,power_w,temperature_c
2026/07/12 17:32:42.752,100,13519,15360,67.75,78
2026/07/12 17:32:42.995,100,13583,15360,67.20,78
2026/07/12 17:32:43.236,100,13583,15360,67.10,78
2026/07/12 17:32:43.478,100,13583,15360,67.69,78
2026/07/12 17:32:43.722,100,13583,15360,66.91,78
2026/07/12 17:32:43.965,100,13583,15360,67.59,78
2026/07/12 17:32:44.209,100,13583,15360,65.83,78
2026/07/12 17:32:44.456,100,13583,15360,67.20,78
2026/07/12 17:32:44.702,100,13583,15360,66.81,78
2026/07/12 17:32:44.950,100,13583,15360,66.81,78
2026/07/12 17:32:45.199,100,13583,15360,65.93,78
2026/07/12 17:32:45.447,100,13583,15360,67.30,78
2026/07/12 17:32:45.693,100,13583,15360,66.26,78
2026/07/12 17:32:45.943,100,13583,15360,66.06,78
2026/07/12 17:32:46.193,100,13583,15360,66.16,78
2026/07/12 17:32:46.447,100,13583,15360,68.24,78
2026/07/12 17:32:46.693,100,13583,15360,65.40,78
2026/07/12 17:32:46.939,100,13583,15360,66.42,78
2026/07/12 17:32:47.184,100,13583,15360,66.71,78
2026/07/12 17:32:47.430,100,13583,15360,66.06,78
2026/07/12 17:32:47.678,100,13583,15360,65.73,78
2026/07/12 17:32:47.924,100,13583,15360,65.97,78
2026/07/12 17:32:48.171,100,13583,15360,66.71,78
2026/07/12 17:32:48.414,100,13583,15360,67.59,78
2026/07/12 17:32:48.656,100,13583,15360,67.89,78
2026/07/12 17:32:48.897,100,13583,15360,67.20,78
2026/07/12 17:32:49.139,100,13583,15360,67.30,78
2026/07/12 17:32:49.385,100,13583,15360,66.26,78
2026/07/12 17:32:49.637,100,13583,15360,66.51,78
2026/07/12 17:32:49.884,100,13583,15360,65.69,78
2026/07/12 17:32:50.133,100,13583,15360,65.04,78
2026/07/12 17:32:50.387,100,13583,15360,66.12,78
2026/07/12 17:32:50.631,100,13583,15360,67.26,78
2026/07/12 17:32:50.887,100,13583,15360,65.38,78
2026/07/12 17:32:51.132,100,13583,15360,67.98,78
2026/07/12 17:32:51.384,100,13583,15360,67.20,78
2026/07/12 17:32:51.634,100,13583,15360,68.14,78
2026/07/12 17:32:51.880,100,13583,15360,67.30,78
2026/07/12 17:32:52.127,100,13583,15360,66.36,78
2026/07/12 17:32:52.378,100,13583,15360,65.93,78
2026/07/12 17:32:52.626,100,13583,15360,66.26,78
2026/07/12 17:32:52.875,100,13583,15360,66.85,78
2026/07/12 17:32:53.124,100,13583,15360,65.93,78
